tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Individuals,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C90492,"Data, facts or figures about an individual; the set of relevant items would depend on the use case","Patient registry, FAIR Genomes"
Individuals,,id,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C164337,A unique proper name or character sequence that identifies this individual,"Patient registry, FAIR Genomes"
Individuals,,alternate ids,string_array,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C90353,Additional identifiers that identify an individual,Patient registry
Individuals,,age group,ontology,,,CatalogueOntologies,Age groups,,,,http://purl.obolibrary.org/obo/NCIT_C20587,"A categorical value that groups this individual by age (e.g., ""Adult"", ""18-24 years"", etc.)",Patient registry
Individuals,,year of birth,int,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C83164,The year on which this individual was born,"Patient registry, FAIR Genomes"
Individuals,,month of birth,ontology,,,CatalogueOntologies,Month of the year,,,,http://purl.obolibrary.org/obo/NCIT_C83090,The month on which this individual was born,"Patient registry, FAIR Genomes"
Individuals,,date of birth,date,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C68615,The calendar date on which this individual was born,"Patient registry"
Individuals,,gender at birth,ontology,,,CatalogueOntologies,Gender at birth,,,,http://purl.obolibrary.org/obo/GSSO_009418,"Assigned gender is this individual's gender which was assigned at birth, typically by a medical and/or legal organization, and then later registered with other organizations. Such a designation is typically based off of the superficial appearance of external genitalia present at birth.","Patient registry, FAIR Genomes"
Individuals,,gender identity,ontology,,,CatalogueOntologies,Gender identity,,,,http://purl.bioontology.org/ontology/MESH/D005783,"This individual's concept of self as being male and masculine or female and feminine, or ambivalent, based in part on physical characteristics, parental responses, and psychological and social pressures. It is the internal experience of gender role. For practical reasons the lookups are limited to first and second-level entries, but can be expanded when needed. Note that 'Gender at birth', 'Genotypic sex' and any (gender-related) hormone therapies in 'Medication' are usually medically more relevant than this term.","Patient registry, FAIR Genomes"
Individuals,,administrative gender,ontology,,,CatalogueOntologies,Gender identity,,,,http://purl.obolibrary.org/obo/GSSO_009316,The gender of this individual used for administrative purposes,"Patient registry, FAIR Genomes"
Individuals,,genotypic sex,ontology,,,CatalogueOntologies,Genotypic sex,,,,http://purl.obolibrary.org/obo/PATO_0020000,A biological sex quality inhering in an individual based upon genotypic composition of sex chromosomes,"Patient registry, FAIR Genomes"
Individuals,,country of birth,ontology,,,CatalogueOntologies,Countries,,,,http://purl.obolibrary.org/obo/GENEPIO_0001094,The country that this individual was born in,"Patient registry, FAIR Genomes"
Individuals,,country of residence,ontology,,,CatalogueOntologies,Countries,,,,http://purl.obolibrary.org/obo/NCIT_C177579,The country that this individual reported as residing in at the time of enrollment,"Patient registry, FAIR Genomes"
Individuals,,ancestry,ontology_array,,,CatalogueOntologies,Ancestry,,,,http://purl.obolibrary.org/obo/NCIT_C176763,"An individual's descent or lineage, from another individual or from a population using ancestry informative markers (AIMs) based on genetic/genomic data","Patient registry, FAIR Genomes"
Individuals,,processes,refback,,,,Processes,,individuals,,http://purl.obolibrary.org/obo/NCIT_C29862,"A reference to an event (sequencing run, sample preparation, etc.) relating to this individual",Patient registry
Individuals,,materials,refback,,,,Materials,,individuals,,http://semanticscience.org/resource/SIO_000015,"A reference to materials (files, samples etc) relating to this individual",Patient registry
Individuals,,consents,refback,,,,Individual consent,,individuals,,http://purl.obolibrary.org/obo/NCIT_C16735,"Consent given by a patient to a surgical or medical procedure or participation in a study, examination or analysis after achieving an understanding of the relevant medical facts and the risks involved.","Patient registry, FAIR Genomes"
Individuals,,individual status,ontology,,,CatalogueOntologies,Individual status,,,,http://purl.obolibrary.org/obo/NCIT_C71470,The status of an individual in relationship to participation in a given activty,"Patient registry, FAIR Genomes"
Individuals,,age at death,period,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C135383,The age at which death occurred,"Patient registry, FAIR Genomes"
Individuals,,affiliated organisations,ref_array,,,CatalogueOntologies,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,"One or more associations between the individual and an organisation.","Patient registry, FAIR Genomes"
Individuals,,providers of additional resources,ref_array,,,CatalogueOntologies,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C19012,"Information related to this individual that is not captured by this system, but is available or provided by one or more organisations.",Patient registry
Individuals,,biosamples,refback,,,,Biosamples,,collected from individual,,http://purl.obolibrary.org/obo/NCIT_C43376,One or more biosamples associated with an individual,Patient registry
Individuals,,analyses,refback,,,,Individual analyses,,individual,,http://purl.obolibrary.org/obo/FBcv_0003108,Reference to one or more results that were produced from detailed examination of data derived from this individual,Patient registry
Individuals,,pedigree,ref_array,,,,Pedigree,,,,http://purl.obolibrary.org/obo/NCIT_C27957,"A record of descent or ancestry, particularly of a specific condition or trait, indicating individual family members, their relationships, and their status with respect to the trait or condition.","Patient registry, FAIR Genomes"
Individuals,,included in resources,ref_array,,,,Resources,,,,http://purl.obolibrary.org/obo/HSO_0000370,"A reference to one or more resources that organises records in a meaningful way (e.g., data releases, subpopulations, cohorts, etc.)",Patient registry
Individuals,,data source,ref,,,,Resources,,,,http://purl.obolibrary.org/obo/NCIT_C16493,"The source or origin of the record. For example, an organisation, database, system, etc.",Patient registry
Individuals,,date created at source,date,,,,,,,,"dcterms:created,http://purl.obolibrary.org/obo/NCIT_C16493",The date the record was created at the source,Patient registry
Individuals,,created at source by,ref,,,,Contacts,,,,"http://purl.obolibrary.org/obo/NCIT_C51820,http://purl.obolibrary.org/obo/NCIT_C16493",The person who created the record at the source,Patient registry
Individuals,,date updated at source,date,,,,,,,,"dcterms:modified,http://purl.obolibrary.org/obo/NCIT_C16493",The date the record was updated at the source,Patient registry
Individuals,,updated at source by,ref,,,,Contacts,,,,"http://purl.obolibrary.org/obo/NCIT_C51820,http://purl.obolibrary.org/obo/NCIT_C16493",The person who updated the record at the source,Patient registry
Individuals,,comments,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25393,"A written explanation, observation or criticism added to textual material.",Patient registry
