tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Version,,,,,,,,,,,,3.10,"DataCatalogue,EMA,SharedStaging"
Catalogues,,,,,,,,,,,,A collection of resources within a network or consortium or about a common topic,DataCatalogue
Catalogues,,network,ref,1,TRUE,,Networks,,,,,Network or consortium that leads this catalogue,DataCatalogue
Catalogues,,type,ontology,,TRUE,CatalogueOntologies,CatalogueTypes,,,,,Type of catalogue,DataCatalogue
Resources,,,,,,,,,,,,"Generic listing of all resources. Should not be used directly, instead use specific types such as Databanks and Studies","DataCatalogue,EMA,SharedStaging"
Organisations,Resources,,,,,,,,,,,Research departments and research groups,"DataCatalogue,EMA,SharedStaging"
Extended resources,Resources,,,,,,,,,,,"Generic listing of all extended resources. Should not be used directly, instead use specific types such as Databanks and Cohorts","DataCatalogue,EMA"
Models,Extended resources,,,,,,,,,,,Data models,"DataCatalogue,EMA"
Data resources,Extended resources,,,,,,,,,,,Resources for data,"DataCatalogue,EMA"
RWE resources,Data resources,,,,,,,,,,,Real world data collections,"DataCatalogue,EMA"
Databanks,RWE resources,,,,,,,,,,,"Data collection from real world databases such as health records, registries",DataCatalogue
Data sources,RWE resources,,,,,,,,,,,Collections of multiple data banks covering the same population,"DataCatalogue,EMA"
Networks,Extended resources,,,,,,,,,,,Collaborations of multiple institutions,"DataCatalogue,EMA"
Studies,Extended resources,,,,,,,,,,,"Collaborations of multiple institutions, addressing research questions using data sources and/or data banks","DataCatalogue,EMA"
Resources,,overview,heading,,,,,,,,,General information,DataCatalogue
Resources,,id,,1,TRUE,,,,,,,Internal identifier,"DataCatalogue,EMA,SharedStaging"
Resources,,pid,,2,,,,,,,,Persistent identifier,"DataCatalogue,EMA,SharedStaging"
Resources,,acronym,,,,,,,,,,Acronym if applicable,"DataCatalogue,EMA,SharedStaging"
Resources,,name,text,3,TRUE,,,,,,,Name used in European projects,"DataCatalogue,EMA,SharedStaging"
Data resources,,local name,,,,,,,,,,"If different from above, name in the national language",DataCatalogue
Organisations,,type,ontology_array,,,CatalogueOntologies,Organisation types,,,,,Type of organisation; in which sector is the organisation active?,"DataCatalogue,EMA,SharedStaging"
Organisations,,type other,text,,,,,,,,,"If type is 'other', a description of type of organisation","DataCatalogue,SharedStaging"
Organisations,,institution,text,,,,,,,,,"University, company, medical centre or research institutes this organisation is part of","DataCatalogue,EMA,SharedStaging"
Organisations,,institution acronym,string,,,,,,,,,Short name of the organisation,"DataCatalogue,EMA,SharedStaging"
