tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Protocol parameters,,,,,,,,,,,,Generic supertable for capturing protocol specific parameters,RD3
Protocol parameters,,identifier,auto_id,1,,,,,,,http://purl.obolibrary.org/obo/NCIT_C204540,"Processing identifier","RD3"
Protocol parameters,,protocol,ontology,,,,Protocols,,,,,Link to the protocol that was used,RD3
Protocol parameters,,date,datetime,,,,,,,,,"When the processing happened","RD3"
Protocol parameters,,persons involved,ref_array,,,,ContactPersons,,,,,"Who was involved in the processing","RD3"
Protocol parameters,,institutions involved,ontology_array,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,One or more associations between the individual and a organisation or institution.,Delete?
Protocol parameters,,description,text,,,,,,,,,"Human readible description of the protocol used. In case of standard protocol describe deviations. Could also be a log","RD3"
Protocol parameters,,input files,ref_array,,,,Files,,,,,"links to files used as input","RD3"
Protocol parameters,,input samples,ref_array,,,,Biosamples,,,,,"links to samples used as input","RD3"
Protocol parameters,,output files,refback,,,,Files,,,,,"Links back from the file denoting this processing as its provenance","RD3"
Protocol parameters,,output samples,refback,,,,Biosamples,,,,,"Links back from the samples denoting this processing as its provenance","RD3"
Protocol parameters,,comments,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25393,"A written explanation, observation or criticism added to textual material.",RD3
Sample preparations,Protocol parameters,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0001902,A sample preparation for a nucleic acids sequencing assay.,"FAIR Genomes, RD3"
Sample preparations,,input amount,int,,,,,,,,http://purl.allotrope.org/ontologies/role#AFRL_0000010,Amount of input material in nanogram (ng).,"FAIR Genomes, RD3"
Sample preparations,,library preparation kit,ontology,,,,SequencingEnrichmentKits,,,,http://purl.obolibrary.org/obo/GENEPIO_0000085,"Pre-filled, ready-to-use reagent cartridges intented to improve chemistry, cluster density and read length as well as improve quality (Q) scores for this sample. Reagent components are encoded to interact with the sequencing system to validate compatibility with user-defined applications.","FAIR Genomes, RD3"
Sample preparations,,PCR free,bool,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C17003,Indicates whether a polymerase chain reaction (PCR) was used to prepare this sample. PCR is a method for amplifying a DNA base sequence using multiple rounds of heat denaturation of the DNA and annealing of oligonucleotide primers complementary to flanking regions in the presence of a heat-stable polymerase.,"FAIR Genomes, RD3"
Sample preparations,,target enrichment kit,ontology,,,,SequencingEnrichmentKits,,,,http://purl.obolibrary.org/obo/NCIT_C154307,Indicates which target enrichment kit was used to prepare this sample. Target enrichment is a pre-sequencing DNA preparation step where DNA sequences are either directly amplified (amplicon or multiplex PCR-based) or captured (hybrid capture-based) in order to only focus on specific regions of a genome or DNA sample.,"FAIR Genomes, RD3"
Sample preparations,,UMIs present,bool,,,,,,,,http://www.ebi.ac.uk/efo/EFO_0010199,Indicates whether any unique molecular identifiers (UMIs) are present. An UMI barcode is a short nucleotide sequence that is used to identify reads originating from an individual mRNA molecule.,"FAIR Genomes, RD3"
Sample preparations,,intended insert size,int,,,,,,,,https://w3id.org/fair-genomes/resource/FG_0000001,"In paired-end sequencing, the DNA between the adapter sequences is the insert. The length of this sequence is known as the insert size, not to be confused with the inner distance between reads. So, fragment length equals read adapter length (2x) plus insert size, and insert size equals read lenght (2x) plus inner distance.","FAIR Genomes, RD3"
Sample preparations,,intended read length,int,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C153362,The number of nucleotides intended to be ordered from each side of a nucleic acid fragment obtained after the completion of a sequencing process.,"FAIR Genomes, RD3"
Sample preparations,,barcode,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C43361,A machine-readable representation of information in a visual format on a surface.,RD3
