tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Runs,,,,,,,,,,,http://edamontology.org/topic_3168,"The determination of complete (typically nucleotide) sequences, including those of genomes (full genome sequencing, de novo sequencing and resequencing), amplicons and transcriptomes. In FAIR Genomes: Sequencing. Ideally: SequencingRuns.","Beacon v2, FAIR Genomes, DCAT examples, RD3"
Runs,,id,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C171337,A unique proper name or character sequence that identifies this particular nucleic acid sequencing assay. In FAIR Genomes: SequencingIdentifier.,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Runs,,biosampleId,ref,,TRUE,,Biosamples,,,,http://purl.obolibrary.org/obo/NCIT_C93400,E.g. sample-example-0001,"Beacon v2, RD3"
Runs,,individualId,ref,,,,Individuals,,,,http://purl.obolibrary.org/obo/NCIT_C164337,E.g. Ind001,"Beacon v2, RD3"
Runs,,Sequencing centre,ontology,,,,Organisations,,,,http://purl.obolibrary.org/obo/GENEPIO_0001202,A data field which describes the name of the third party company or laboratory that provided services.,RD3
Runs,,Affiliated institutions,ontology_array,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,One or more associations between the individual and a organisation or institution.,RD3
Runs,,runDate,date,,TRUE,,,,,,http://purl.obolibrary.org/obo/GENEPIO_0000069,Date on which this sequencing assay was performed. In FAIR Genomes: SequencingDate.,"Beacon v2, FAIR Genomes, RD3"
Runs,,librarySource,ontology,,,,LibrarySource,,,,http://purl.obolibrary.org/obo/GENEPIO_0001965,E.g. genomic source,"Beacon v2, RD3"
Runs,,librarySelection,string,,,,,,,,http://purl.obolibrary.org/obo/GENEPIO_0001940,E.g. RANDOM method,"Beacon v2, RD3"
Runs,,libraryStrategy,ontology,,,,SequencingMethods,,,,http://purl.obolibrary.org/obo/FIX_0000704,Method used to determine the order of bases in a nucleic acid sequence. In FAIR Genomes: SequencingMethod.,"Beacon v2, FAIR Genomes, RD3"
Runs,,libraryLayout,string,,,,,,,,http://purl.obolibrary.org/obo/FBcv_0003208,Either PAIRED or SINGLE,"Beacon v2, RD3"
Runs,,platform,ontology,,,,SequencingPlatforms,,,,http://purl.obolibrary.org/obo/GENEPIO_0000071,"The used sequencing platform (i.e. brand, name of a company that produces sequencer equipment). In FAIR Genomes: SequencingPlatform.","Beacon v2, FAIR Genomes, RD3"
Runs,,platformModel,ontology,,,,SequencingInstrumentModels,,,,http://purl.obolibrary.org/obo/GENEPIO_0001921,The used product name and model number of a manufacturer's genomic (dna) sequencer. In FAIR Genomes: SequencingInstrumentModel.,"Beacon v2, FAIR Genomes, RD3"
Runs,,BelongsToSamplePreparation,ref,,,,SamplePreparation,,,,http://purl.obolibrary.org/obo/NCIT_C25683,"Reference to the prepared sample, i.e. the source that was sequenced.","FAIR Genomes, RD3"
Runs,,Mean read depth,int,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C167285,The mean number of times each gene encoding an RNA transcript was fully sequenced.,"FAIR Genomes, RD3"
Runs,,MedianReadDepth,int,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C155320,"The median number of times a particular locus (site, nucleotide, amplicon, region) was sequenced.","FAIR Genomes, RD3"
Runs,,ObservedReadLength,int,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C153362,The number of nucleotides successfully ordered from each side of a nucleic acid fragment obtained after the completion of a sequencing process.,"FAIR Genomes, RD3"
