tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Genomic variants,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C17248,Beacon v2 GenomicVariation see also https://www.ga4gh.org/product/categorical-variation-catvar/,Patient registry
Genomic variants,,id,string,1,TRUE,,,,,,"http://purl.obolibrary.org/obo/NCIT_C164813,bc2:variantInternalId",A unique identifier maintained by an authoritative database that represents a genetic variation. E.g. 20:2447955..2447958c>g,Patient registry
Genomic variants,,alternative ids,string_array,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C90353,A backup sequence of characters used to identify an entity,Patient registry
Genomic variants,,variant status,ontology,,,CatalogueOntologies,Status,,,,http://semanticscience.org/resource/SIO_000033,"An characterisation of the variant that indicates the state or progress (e.g., confirmed, to be verified, etc.)",Patient registry
Genomic variants,,variant type,string,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000773,E.g. SNP,Patient registry
Genomic variants,,genomic HGVS id,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C172243,E.g. NC_000017.11:g.43057063G>A,Patient registry
Genomic variants,,transcript HGVS ids,string_array,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C172244,E.g. NC_000023.10(NM004006.2):c.357+1G,Patient registry
Genomic variants,,protein HGVS ids,string_array,,,,,,,,http://ensembl.org/glossary/ENSGLOSSARY_0000274,E.g. NP_009225.1:p.Glu1817Ter,Patient registry
Genomic variants,,genomic assembly id,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C164388,E.g. GRCh37,Patient registry
Genomic variants,,refseq assembly id,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C45335,E.g. 11,Patient registry
Genomic variants,,gene id,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C48664,E.g. TTN,Patient registry
Genomic variants,,chromosome,string,,,CatalogueOntologies,Chromosomes,,,,http://purl.obolibrary.org/obo/NCIT_C13203,A structure found in the nucleus of human cells that is comprised of a strand of linearized double-stranded DNA plus proteins that package the DNA in a condensed coil form and regulate chromosomal function.,Patient registry
Genomic variants,,chromosomal region,string,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000614,An extended part of a chromosome representing a term of convenience in order to hierarchically organize morphologically defined chromosome features: chromosome > arm > region > band > sub-band.,Patient registry
Genomic variants,,zygosity,ontology,,,CatalogueOntologies,Zygosity,,,,http://purl.obolibrary.org/obo/GENO_0000133,"An allelic state that describes the degree of similarity between features in a 'single locus complement', within the genome of a cell or organism (i.e., whether the alleles or haplotypes that reside at the same location on paired chromosomes are the same or different).",Patient registry
Genomic variants,,start position,long,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000894,The starting position of a sequence feature or interval. E.g. 2447955,Patient registry
Genomic variants,,stop position,long,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000895,The ending position of a sequence feature or interval. E.g. 2447955,Patient registry
Genomic variants,,reference allele,string,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000036,An allele whose sequence matches what is consdiered to be the reference sequence at that location in the genome.,Patient registry
Genomic variants,,alternate allele,string,,,,,,,,"http://purl.obolibrary.org/obo/GENO_0000002,http://ensembl.org/glossary/ENSGLOSSARY_0000109",Any allele of a variant which is not the in the reference genome currently being studied. The alternative allele is not necessarily the minor allele.,Patient registry
Genomic variants,,classification,ontology,,,CatalogueOntologies,Genetic variation,,,,http://purl.obolibrary.org/obo/NCIT_C17248,"Genetic Variation consists of deviation(s) in the nucleotide sequence of the genetic material of an individual from that typical of the group to which the individual belongs, or deviation(s) in the nucleotide sequence of the genetic material of offspring from that of its parents.",Patient registry
Genomic variants,,consensus history,refback,,,,Variant analysis consensus,,variants,,http://purl.obolibrary.org/obo/NCIT_C64197,Agreement as the result of multiple results or opinions.,Patient registry
