tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
GenomicVariations,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C17248,Beacon v2  GenomicVariation,Beacon v2
GenomicVariations,,variantInternalId,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C164813,E.g. 20:2447955..2447958c>g,Beacon v2
GenomicVariations,,variantType,string,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000773,E.g. SNP,Beacon v2
GenomicVariations,,referenceBases,string,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000036,E.g. c,Beacon v2
GenomicVariations,,alternateBases,string,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000002,E.g. g,Beacon v2
GenomicVariations,,position_assemblyId,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C164388,E.g. GRCh37,Beacon v2
GenomicVariations,,position_refseqId,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C45335,E.g. 20,Beacon v2
GenomicVariations,,position_start,long,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000894,E.g. 2447955,Beacon v2
GenomicVariations,,position_end,long,,,,,,,,http://purl.obolibrary.org/obo/GENO_0000895,E.g. 2447958,Beacon v2
GenomicVariations,,geneId,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C20826,E.g. TTN,Beacon v2
GenomicVariations,,genomicHGVSId,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C172243,E.g. NC_000017.11:g.43057063G>A,Beacon v2
GenomicVariations,,proteinHGVSIds,string_array,,,,,,,,http://ensembl.org/glossary/ENSGLOSSARY_0000274,E.g. NP_009225.1:p.Glu1817Ter,Beacon v2
GenomicVariations,,transcriptHGVSIds,string_array,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C172244,E.g. NC_000023.10(NM004006.2):c.357+1G,Beacon v2
GenomicVariations,,clinicalInterpretations,ref_array,,,,GenomicVariationsClinInterpr,,,,http://purl.obolibrary.org/obo/NCIT_C125009,E.g. Var001_CI001,Beacon v2
GenomicVariationsClinInterpr,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C125009,Beacon v2 GenomicVariations Clinical Interpretations,Beacon v2
GenomicVariationsClinInterpr,,id,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C87853,E.g. Var001_CI001,Beacon v2
GenomicVariationsClinInterpr,,category,ontology,,,,VariationCategory,,,,http://purl.obolibrary.org/obo/NCIT_C25372,E.g. disease or disorder,Beacon v2
GenomicVariationsClinInterpr,,clinicalRelevance,ontology,,,,VariationClinicalRelevance,,,,http://purl.obolibrary.org/obo/HP_0045088,E.g. Likely benign,Beacon v2
GenomicVariationsClinInterpr,,conditionId,String,,,,,,,,http://edamontology.org/data_3667,E.g. famchol1,Beacon v2
GenomicVariationsClinInterpr,,effect,ontology,,,,Diseases,,,,http://purl.obolibrary.org/obo/NCIT_C15607,E.g. Spinocerebellar ataxia type 34,Beacon v2
GenomicVariations,,caseLevelData,ref_array,,,,GenomicVariationsCaseLevel,,,,http://purl.obolibrary.org/obo/GSSO_000660,E.g. Var001_CLD01,Beacon v2
GenomicVariationsCaseLevel,,,,,,,,,,,http://purl.obolibrary.org/obo/GSSO_000660,Beacon v2 GenomicVariations Case Level Data,Beacon v2
GenomicVariationsCaseLevel,,id,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/OMIABIS_0001047,E.g. Var001_CLD01,Beacon v2
GenomicVariationsCaseLevel,,individualId,ref,,,,Individuals,,,,http://purl.obolibrary.org/obo/NCIT_C164337,E.g. Ind001,Beacon v2
GenomicVariationsCaseLevel,,clinicalInterpretations,ref_array,,,,GenomicVariationsClinInterpr,,,,http://purl.obolibrary.org/obo/NCIT_C125009,E.g. Var001_CI001,Beacon v2
Analyses,,,,,,,,,,,http://edamontology.org/operation_2945,An analysis applies analytical (often computational) methods to existing data of a specific type to produce some desired output. In FAIR Genomes: Analysis.,"Beacon v2, FAIR Genomes"
Analyses,,id,string,1,TRUE,,,,,,http://purl.allotrope.org/ontologies/result#AFR_0001979,A unique proper name or character sequence that identifies this particular analysis. In FAIR Genomes: AnalysisIdentifier.,"Beacon v2, FAIR Genomes"
Analyses,,aligner,string,,,,,,,,http://edamontology.org/operation_0292,E.g. bwa-0.7.8,"Beacon v2"
Analyses,,analysisDate,date,,TRUE,,,,,,http://purl.obolibrary.org/obo/date,E.g. 2021-10-17,"Beacon v2"
Analyses,,biosampleId,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C93400,E.g. S0001,"Beacon v2"
Analyses,,individualId,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C164337,E.g. P0001,"Beacon v2"
Analyses,,pipelineName,string,,TRUE,,,,,,http://edamontology.org/data_2531,E.g. Pipeline-panel-0001-v1,"Beacon v2"
Analyses,,pipelineRef,hyperlink,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C17564,E.g. https://doi.org/10.48511/workflowhub.workflow.111.1,"Beacon v2"
Analyses,,runId,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C171337,E.g. SRR10903401,"Beacon v2"
Analyses,,variantCaller,string,,,,,,,,http://edamontology.org/operation_3227,E.g. GATK4.0,"Beacon v2"
"Analyses","","BelongsToSequencing","ref","","","","Runs","","","","http://purl.obolibrary.org/obo/NCIT_C25683","Reference to the sequencing that was performed, i.e. the source on which this analysis was based.","FAIR Genomes"
"Analyses","","PhysicalDataLocation","string","","","","","","","","http://purl.obolibrary.org/obo/GAZ_00000448","A place on the Earth where the data is located, by its name or by its geographical location. This definition is intentionally vague to allow reuse locally (e.g. which computer), for contacting (e.g. which institute), broadly for logistical or legal reasons (e.g. city, country or continent).","FAIR Genomes"
"Analyses","","AbstractDataLocation","string","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C142494","The file location of the data, or a copy of the data, on an electronically accessible device for preservation (either in plain-text or encrypted format).","FAIR Genomes"
"Analyses","","DataFormatsStored","ontology_array","","","","FileFormats","","","","http://purl.obolibrary.org/obo/NCIT_C142494","Which data file formats (i.e. defined ways or layouts of representing and structuring data in a computer file, blob, string, message, or elsewhere) are stored and potentially available.","FAIR Genomes"
"Analyses","","AlgorithmsUsed","text","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C16275","Any used problem-solving procedures implemented in software to be executed by a computer.","FAIR Genomes"
"Analyses","","ReferenceGenomeUsed","ontology","","","","ReferenceGenomeAssemblies","","","","http://edamontology.org/data_2340","The specific build of the human genome used as reference for sequence alignment and variant calling.","FAIR Genomes"
"Analyses","","BioinformaticProtocolUsed","text","","","","","","","","http://edamontology.org/data_2531","A human-readable collection of information about about how a scientific experiment or analysis was carried out that results in a specific set of data or results used for further analysis or to test a specific hypothesis.","FAIR Genomes"
"Analyses","","BioinformaticProtocolDeviation","string","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C50996","A variation from processes or procedures defined in the bioinformatic protocol. Deviations usually do not preclude the overall evaluability of subject data for either efficacy or safety, and are often acknowledged and accepted in advance by the sponsor.","FAIR Genomes"
"Analyses","","ReasonForBioinformaticProtocolDeviation","string","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C93529","The rationale for why a deviation from the bioinformatic protocol has occurred.","FAIR Genomes"
"Analyses","","WgsGuidelineFollowed","string","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C17564","Any followed systematic statement of policy rules or principles. Guidelines may be developed by government agencies at any level, institutions, professional societies, governing boards, or by convening expert panels.","FAIR Genomes"
Biosamples,,,,,,,,,,,"http://purl.obolibrary.org/obo/NCIT_C43376","A natural substance derived from living organisms such as cells, tissues, proteins, and DNA. In FAIR Genomes: Material.","Beacon v2, FAIR Genomes"
Biosamples,,id,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C93400,A unique proper name or character sequence that identifies this particular material. In FAIR Genomes: MaterialIdentifier.,"Beacon v2, FAIR Genomes"
Biosamples,,PathologicalState,ontology,,TRUE,,PathologicalState,,,,"http://purl.obolibrary.org/obo/NCIT_C28257","An examination that is performed to determine the extent of the spread of cancer based on histopathologic examination of one or more pathology specimens. Pathologic staging uses evidence acquired during the process of clinical staging, supplemented by histopathologic examination of surgical specimens. In Beacon v2: biosampleStatus.","Beacon v2, FAIR Genomes"
Biosamples,,sampleOriginType,ontology,,TRUE,,SampleOriginType,,,,"http://purl.obolibrary.org/obo/NCIT_C42703,http://purl.obolibrary.org/obo/NCIT_C103264","Biological entity that constitutes the structural organization of an individual member of a biological species from which this material was taken. In FAIR Genomes: AnatomicalSource.","Beacon v2, FAIR Genomes"
Biosamples,,collectionMoment,string,,,,,,,,http://purl.obolibrary.org/obo/GSSO_011434,E.g. P32Y6M1D,"Beacon v2"
Biosamples,,collectionDate,datetime,,,,,,,,http://www.ebi.ac.uk/efo/EFO_0000689,Date and time at which this material was collected. In FAIR Genomes: SamplingTimestamp.,"Beacon v2, FAIR Genomes"
Biosamples,,obtentionProcedure,ontology,,TRUE,,ObtentionProcedure,,,,"http://purl.obolibrary.org/obo/OBI_0000659,http://www.ebi.ac.uk/efo/EFO_0005518",The procedure whereby this material was sampled for an analysis. In FAIR Genomes: SamplingProtocol.,"Beacon v2, FAIR Genomes"
"Biosamples","","CollectedFromPerson","ref","","","","Individuals","","","","http://semanticscience.org/resource/SIO_000244","Reference to the person from whom this material was collected.",FAIR Genomes
"Biosamples","","BelongsToDiagnosis","ref_array","","","","Clinical","","","","http://semanticscience.org/resource/SIO_000068","Reference to a diagnosis c.q. clinical examination of which this material may be a part of. There can be multiple diagnoses when a non-tumor material is reused as reference.",FAIR Genomes
"Biosamples","","RegistrationTimestamp","datetime","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C25646","Date and time at which this material was listed or recorded officially, i.e. officially qualified or enrolled.",FAIR Genomes
"Biosamples","","SamplingProtocolDeviation","string","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C50996","A variation from processes or procedures defined in the sampling protocol. Deviations usually do not preclude the overall evaluability of subject data for either efficacy or safety, and are often acknowledged and accepted in advance by the sponsor.",FAIR Genomes
"Biosamples","","ReasonForSamplingProtocolDeviation","string","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C93529","The rationale for why a deviation from the sampling protocol has occurred.",FAIR Genomes
"Biosamples","","BiospecimenType","ontology","","","","BiospecimenType","","","","http://purl.obolibrary.org/obo/NCIT_C70713","The type of material taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes.",FAIR Genomes
"Biosamples","","StorageConditions","ontology","","","","StorageConditions","","","","http://purl.obolibrary.org/obo/NCIT_C96145","The conditions under which this biological material was stored.",FAIR Genomes
"Biosamples","","ExpirationDate","date","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C164516","The date beyond which this material is no longer regarded as fit for use.",FAIR Genomes
"Biosamples","","PercentageTumorCells","decimal","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C127771","The percentage of tumor cells compared to total cells present in this material.",FAIR Genomes
"Biosamples","","PhysicalLocation","string","","","","","","","","http://purl.obolibrary.org/obo/GAZ_00000448","A place on the Earth where this material is located, by its name or by its geographical location. This definition is intentionally vague to allow reuse locally (e.g. which freezer), for contacting (e.g. which institute), broadly for logistical or legal reasons (e.g. city, country or continent).",FAIR Genomes
"Biosamples","","AnalysesPerformed","ontology_array","","","","AnalysesPerformed","","","","http://purl.obolibrary.org/obo/IAO_0000702","Reports the existence of any analyses performed on this material other than genomics (e.g. transcriptomics, metabolomics, proteomics).",FAIR Genomes
"Biosamples","","DerivedFrom","string","","","","","","","","http://purl.obolibrary.org/obo/NCIT_C28355","Indicate if this material was produced from or related to another.",FAIR Genomes
Cohorts,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C61512,"A group of individuals, identified by a common characteristic.","Beacon v2, RD3"
Cohorts,,cohortId,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.","Beacon v2, RD3"
Cohorts,,cohortName,string,,TRUE,,,,,,"http://edamontology.org/operation_0292,http://purl.obolibrary.org/obo/NCIT_C42614","The words or language units by which a thing is known","Beacon v2, RD3"
Cohorts,,cohortType,string,,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C142175,"Either study-defined, beacon-defined, or user-defined",Beacon v2
