tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description
Endpoint,,,,,,,,,,,"schema:Service",General information describing an endpoint
Endpoint,,id,string,1,TRUE,,,,,,"schema:identifier,fdp-o:metadataIdentifier","Identifier of the metadata entry."
Endpoint,,type,hyperlink_array,,TRUE,,,,,,rdf:type,This row is an instance of one or more of these class(es) other than the Endpoint table.
Endpoint,,name,string_array,,TRUE,,,,,,dcterms:title,A name given to the endpoint.
Endpoint,,description,text,,,,,,,,dcterms:description,A description of the endpoint.
Endpoint,,metadataCatalog,ref_array,,TRUE,,NationalNodes,,,,fdp-o:metadataCatalog,"With the definition of the FDP as a type of metadata service that serves metadata catalogs, the relation between the Metadata Service and dcat:Catalog is represented by this predicate."
Endpoint,,publisher,ref_array,,TRUE,,Agent,,,,dcterms:publisher,The entity (person or organisation) or entities responsible for making the endpoint available.
Endpoint,,language,hyperlink_array,,,,,,,,dcterms:language,The language(s) used in the metadata record(s).
Endpoint,,license,hyperlink,,TRUE,,,,,,dcterms:license,A reference to the usage license of the endpoint.
Endpoint,,conformsTo,hyperlink,,TRUE,,,,,,dcterms:conformsTo,A reference to an established standard to which the endpoint conforms.
Endpoint,,rights,hyperlink_array,,,,,,,,dct:rights,"Information about rights held in and over the endpoint. Typically, rights information includes a statement about various property rights associated with the resource, including intellectual property rights."
Endpoint,,access_rights,hyperlink_array,,,,,,,,dct:accessRights,"Information about who can access the endpoint or an indication of its security status. Access Rights may include information regarding access or restrictions based on privacy, security, or other policies."
Endpoint,,contact,ref,,,,Agent,,,,dcat:contactPoint,Relevant contact information for the endpoint.
Endpoint,,keyword,string_array,,,,,,,,dcat:keyword,Keyword(s) describing the endpoint.
Endpoint,,theme,hyperlink_array,,,,,,,,dcat:theme,A main category or concept relating to the resource. A resource can have multiple themes.
Endpoint,,url,hyperlink,,,,,,,,dcat:endpointURL,The root location of the endpoint (a web-resolvable IRI).
Endpoint,,end_point_description,hyperlink_array,,,,,,,,dcat:endpointDescription,"The URL of the document describing the endpoint, its operations, services, parameters, etc. The description should be expressed in a machine-readable format, such as an OpenAPI or SmartAPI description."
Endpoint,,issued,datetime,,true,,,,,,"dcterms:issued,fdp-o:metadataIssued",When the metadata for this resource was first published. This attribute is read only and written during migration of data from staging areas and used to produce valid dcat output.
Endpoint,,modified,datetime,,true,,,,,,"dcterms:modified,fdp-o:metadataModified",When the metadata for this resource was last modified. This attribute is read only and written during migration of data from staging areas and used to produce valid dcat output.
Endpoint,,start_date,datetime,,,,,,,,"fdp-o:startDate",Date when the metadata service started its operations.
Endpoint,,end_date,datetime,,,,,,,,"fdp-o:endDate",Date when the metadata service ended its operations.
Endpoint,,ui_language,hyperlink_array,,,,,,,,"fdp-o:uiLanguage","The user interface language(s) of the endpoint, which is different from the dcat:Resource property of dct:language that relates to the language of the metadata record."
Endpoint,,version,text,,,,,,,,"dcterms:hasVersion,fdp-o:hasSoftwareVersion",Version of the metadata service software which exposes the endpoint.
Endpoint,,conforms_to_FDP_spec,hyperlink,,TRUE,,,,,,fdp-o:conformsToFdpSpec,The relation should point to an URI that contains the version of the FDP specifications this instance of the endpoint conforms to.
Endpoint,,EJP_RD_personalData,string,,,,,,,,ejp:personalData,"Set to true if the resource onboarded to the EJP-RD Virtual Platform contains personal data, personal data meaning data related to identified or identifiable persons (as per GDPR definition), otherwise false. Must be String as workaround for current FDP reference implementation limitations."
Endpoint,,EJP_RD_vpConnection,hyperlink,,,,,,,,ejp:vpConnection,This property must be attached to every entity that you wish the EJP-RD Virtual Platform to explore.
