tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description
CoreVariables,,,,,,,,,,,,Listing of core variables for cohorts
Version,,,,,,,,,,,,2.9
Institutions,,,,,,,,,,,,"Universities, companies, medical centres and research institutes"
Contacts,,,,,,,,,,,,
Institutions,,pid,,1,true,,,,,,,Persistent identifier for this institution
Institutions,,name,,2,,,,,,,,Official name of the institution or organisation as used in EU projects
Institutions,,acronym,,,,,,,,,,"Official acronym of the institution, if applicable"
Institutions,,type,ontology,,,CatalogueOntologies,InstitutionTypes,,,,,Type of organisation; in which sector is the institution active?
Institutions,,typeOther,text,,,,,,,,,"If type is 'other', a description of type of organisation"
Institutions,,country,ontology,,,CatalogueOntologies,Countries,,,,,Country in which the institution head office or coordinating centre is located
Institutions,,address,text,,,,,,,,,Full address of the institution head office or coordinating centre
Institutions,,website,,,,,,,,,,Link to the homepage of this institution
Institutions,,email,,,,,,,,,,Contact email address for person responsible for institution entry in catalogue
Institutions,,description,text,,,,,,,,,General description
Institutions,,logo,file,,,,,,,,,Institution logo
Institutions,,roles,ontology_array,,,CatalogueOntologies,InstitutionRoles,,,,,Role(s) of the institution in connection with data sources and data banks in the catalogue
Institutions,,rolesOther,text,,,,,,,,,"If role is 'other', a description of the primary role"
Institutions,,expertise,text,,,,,,,,,A short description of the expertise of this institution
Contacts,,firstName,,1,true,,,,,,,First name of the contact person
Contacts,,surname,,1,true,,,,,,,Last name of the contact person
Contacts,,statementOfConsentPersonalData,bool,,TRUE,,,,,,,"Indicate whether this person consents to display the following personal data in the catalogue (which is openly accessible): title, name, photo, orcid ID, institute, department, expertise, discipline and role within the resource. These data-items may partly be extracted from the UMCG and/or RUG employee pages. The consent also includes future linkages with other national and international catalogues and platforms to increase visibility and findability (e.g. BBMRI-ERIC, NARCIS) of UMCG-resources. Contributors without a positive statement of consent will not be shown in the UMCG Research Data Catalogue"
Contacts,,prefix,,,,,,,,,,"Surname prefix, if applicable"
Contacts,,initials,,,,,,,,,,Initials of the contact person
Contacts,,title,ontology,,,CatalogueOntologies,Titles,,,,,Title of the contact person
Contacts,,institution,ref,,,,Institutions,,,,,Affiliated institution of the contact person
Contacts,,department,text,,,,,,,,,Affiliated department of the contact person
Contacts,,,,2,,,,,,,,Contact's email address
Contacts,,statementOfConsentEmail,bool,,,,,,,,,"Indicate whether this person consents to display their email address in the catalogue (which is openly accessible). The consent also includes future linkages with other national and international catalogues and platforms to increase visibility and findability (e.g. BBMRI-ERIC, NARCIS) of UMCG-resources. Contributors without a positive statement of consent for their email address will be shown without their email address in the UMCG Research Data Catalogue"
Contacts,,orcid,,3,,,,,,,,Orcid of the contact person
Contacts,,homepage,,,,,,,,,,Link to contact's homepage
Contacts,,photo,file,,,,,,,,,Contact's photograph
Contacts,,expertise,,,,,,,,,,Description of contact's expertise
CoreVariables,,name,,1,true,,,,,,,Name of core variable for this cohort
CoreVariables,,definition,,,,,,,,,,Description of core variable
