order,name,label,parent,codesystem,code,ontologyTermURI,definition
,478664,Hereditary sensory and autonomic neuropathy type 8,,,478664,http://www.orpha.net/ORDO/Orphanet_478664,"A rare autosomal recessive hereditary sensory and autonomic neuropathy characterized by congenital impaired sensation of acute or inflammatory pain in combination with an inability to identify noxious heat or cold, leading to numerous painless mutilating lesions and injuries. Further manifestations are absence of corneal reflexes resulting in corneal scarring, reduced sweating and tearing, and recurrent skin infections. Large-fiber sensory modalities such as light touch, vibration, and proprioception are normal."
,168,Loose anagen syndrome,,,168,http://www.orpha.net/ORDO/Orphanet_168,"Loose anagen syndrome is a rare benign hair disorder affecting predominantly blond females in childhood and characterized by the presence of hair that can be easily and painlessly pulled out. Most of the hair is in the anagen phase and lacks an external epithelial sheath. Hair grows back quickly and the condition improves spontaneously with aging. Loose anagen hair can be associated with other anomalies, such as coloboma."
,1680,"OBSOLETE: Spastic diplegia, infantile type",,,1680,http://www.orpha.net/ORDO/Orphanet_1680,
,1681,Diprosopus,,,1681,http://www.orpha.net/ORDO/Orphanet_1681,"Diprosopus is a rare, life-threatening developmental defect during embryogenesis, and a subtype of conjoined twins, characterized by partial or complete duplication of the facial structures on a single head, neck, trunk and body. It may be associated with congenital anomalies involving the cardiovascular, gastrointestinal, respiratory and central nervous systems. Cleft lip and palate have been reported in rare cases."
,1683,Distichiasis-congenital heart defects-peripheral vascular anomalies syndrome,,,1683,http://www.orpha.net/ORDO/Orphanet_1683,
,1682,Arterial dissection-lentiginosis syndrome,,,1682,http://www.orpha.net/ORDO/Orphanet_1682,"A rare association syndrome, reported in several members of two families to date, characterized by arterial dissection, occurring at an early age and presenting with a range of manifestations depending on the vascular territory involved (ex. headache, dysphasia, hemiparesis), in association with cystic medial necrosis and multiple lentigines (brown and black in color and mainly affecting the skin of the trunk and extremities)."
,1685,Distomatosis,,,1685,http://www.orpha.net/ORDO/Orphanet_1685,"A rare group of infectious disease characterized by the infection of different organs (liver, lungs, or intestines) by flat worms live in contact with epitheliums. Clinical symptoms vary depending on the infected organ. In liver infection, (often presents with inflammation and obstruction of the biliary ducts) fever, allergic reactions (dermographism), abdominal pain, nausea, diarrhoea, hypereosinophilia and angiocholitis attacks can be observed. In lung infection, tuberculosis-like clinical signs (cough or haemoptysis) are observed without fever, however erratic cases may also exist. In intestine infection, painful diarrhea, abdominal pain, oedema (face, abdomen or legs), vomiting, anorexia, or intestinal obstruction can be observed, some patients can also be asymptomatic."
,1686,Cardiac diverticulum,,,1686,http://www.orpha.net/ORDO/Orphanet_1686,"Congenital cardiac diverticulum (CCD) is a very rare congenital malformation characterized by a muscular appendix emerging from the left ventricular apex, rarely from the right ventricle or from both chambers, with clinical manifestations ranging from asymptomatic to life-threatening hemodynamic collapse."
,120447,usherin,,,120447,http://www.orpha.net/ORDO/Orphanet_120447,
,unk,Unknown,,,,,
,120442,USH1 protein network component sans,,,120442,http://www.orpha.net/ORDO/Orphanet_120442,
,84142,Isaacs syndrome,,,84142,http://www.orpha.net/ORDO/Orphanet_84142,"Isaac's syndrome is an immune-mediated peripheral motor neuron disorder characterized by continuous muscle fiber activity at rest resulting in muscle stiffness, cramps, myokymia, and pseudomyotonia."
,391392,Familial episodic pain syndrome with predominantly lower limb involvement,,,391392,http://www.orpha.net/ORDO/Orphanet_391392,"A subtype of familial episodic pain syndrome characterized by intense, episodic and/or cyclic pain mainly localized in the distal lower limbs (occasionally affecting upper limbs as well) which is triggered/exacerbated by fatigue, cold exposure and/or weather changes and alleviated with anti-inflammatory medication, that has a tendancy to diminish in frequency with age. Episodes usually occur late in the day, last 15-30 min and associate sweating and a cold sensation of affected area."
,391397,Hereditary sensory and autonomic neuropathy type 7,,,391397,http://www.orpha.net/ORDO/Orphanet_391397,"A rare, genetic, periphery neuropathy characterized by a congenital insensitivity to pain, muscular hypotonia and gastrointestinal disturbances. Patients present with delayed motor milestones achievement, self-mutilations, skin ulcers, poor wound healing, painless fractures, hyperhidrosis, abdominal discomfort, diarrhea and/or constipation. Cognitive development is normal."
,99817,Non-polyposis Turcot syndrome,,,99817,http://www.orpha.net/ORDO/Orphanet_99817,
,140162,Inherited cancer-predisposing syndrome,,,140162,http://www.orpha.net/ORDO/Orphanet_140162,
,565858,Craniosynostosis-microretrognathia-severe intellectual disability syndrome,,,565858,http://www.orpha.net/ORDO/Orphanet_565858,"A rare genetic multiple congenital anomalies/dysmorphic syndrome characterized by developmental delay, moderate to severe intellectual disability, dysmorphic features including craniosynostosis, micro-/retrognathia, cleft palate, and brachydactyly, and short stature. Seizures, skeletal anomalies (such as arthrogryposis, gracile bones, and pathological fractures), and renal abnormalities have also been described. Cerebral MRI may show periventricular white matter changes and ventriculomegaly."
,247871,OBSOLETE: Vitiligo-associated autoimmune disease,,,247871,http://www.orpha.net/ORDO/Orphanet_247871,
,98580,OBSOLETE: Palpebral tumor,,,98580,http://www.orpha.net/ORDO/Orphanet_98580,
,599480,Acquired hemophilia A,,,599480,http://www.orpha.net/ORDO/Orphanet_599480,
,599485,Acquired hemophilia B,,,599485,http://www.orpha.net/ORDO/Orphanet_599485,
,70578,Adult acute respiratory distress syndrome,,,70578,http://www.orpha.net/ORDO/Orphanet_70578,"A very severe form of acute pulmonary failure secondary to capillary permeability impairment. The symptoms include dyspnea, hypotension and multivisceral failure. The disease is characterized by bilateral pulmonary infiltrates and severe hypoxemia due to increased alveolar-capillary permeability. The severity depends on the degree of alveolar epithelial injury, with a mortality rate of 30-50%."
,232035,Infectious embryofetopathy,,,232035,http://www.orpha.net/ORDO/Orphanet_232035,
,79278,Autosomal erythropoietic protoporphyria,,,79278,http://www.orpha.net/ORDO/Orphanet_79278,"Erythropoietic protoporphyria (EPP) is an inherited disorder of the heme metabolic pathway characterized by accumulation of protoporphyrin in blood, erythrocytes and tissues, and cutaneous manifestations of photosensitivity."
