order,name,label,parent,codesystem,code,ontologyTermURI,definition
,A1BG,A1BG,,HGNC,5,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5,alpha-1-B glycoprotein
,A2M,A2M,,HGNC,7,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7,alpha-2-macroglobulin
,SERPINA3,SERPINA3,,HGNC,16,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16,serpin family A member 3
,AADAC,AADAC,,HGNC,17,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17,arylacetamide deacetylase
,AAMP,AAMP,,HGNC,18,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18,angio associated migratory cell protein
,AANAT,AANAT,,HGNC,19,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19,aralkylamine N-acetyltransferase
,AARS1,AARS1,,HGNC,20,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20,alanyl-tRNA synthetase 1
,AATK,AATK,,HGNC,21,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21,apoptosis associated tyrosine kinase
,ABAT,ABAT,,HGNC,23,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23,4-aminobutyrate aminotransferase
,ABCA1,ABCA1,,HGNC,29,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29,ATP binding cassette subfamily A member 1
,ABCA10,ABCA10,,HGNC,30,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30,ATP binding cassette subfamily A member 10
,ABCA2,ABCA2,,HGNC,32,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32,ATP binding cassette subfamily A member 2
,ABCA3,ABCA3,,HGNC,33,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33,ATP binding cassette subfamily A member 3
,ABCA4,ABCA4,,HGNC,34,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34,ATP binding cassette subfamily A member 4
,ABCA5,ABCA5,,HGNC,35,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35,ATP binding cassette subfamily A member 5
,ABCA6,ABCA6,,HGNC,36,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:36,ATP binding cassette subfamily A member 6
,ABCA7,ABCA7,,HGNC,37,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37,ATP binding cassette subfamily A member 7
,ABCA8,ABCA8,,HGNC,38,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38,ATP binding cassette subfamily A member 8
,ABCA9,ABCA9,,HGNC,39,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39,ATP binding cassette subfamily A member 9
,ABCB1,ABCB1,,HGNC,40,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:40,ATP binding cassette subfamily B member 1
,ABCB10,ABCB10,,HGNC,41,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:41,ATP binding cassette subfamily B member 10
,ABCB11,ABCB11,,HGNC,42,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:42,ATP binding cassette subfamily B member 11
,TAP1,TAP1,,HGNC,43,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43,"transporter 1, ATP binding cassette subfamily B member"
,TAP2,TAP2,,HGNC,44,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44,"transporter 2, ATP binding cassette subfamily B member"
,ABCB4,ABCB4,,HGNC,45,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:45,ATP binding cassette subfamily B member 4
,ABCB5,ABCB5,,HGNC,46,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:46,ATP binding cassette subfamily B member 5
,ABCB6,ABCB6,,HGNC,47,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:47,ATP binding cassette subfamily B member 6 (Langereis blood group)
,ABCB7,ABCB7,,HGNC,48,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48,ATP binding cassette subfamily B member 7
,ABCB8,ABCB8,,HGNC,49,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49,ATP binding cassette subfamily B member 8
,ABCB9,ABCB9,,HGNC,50,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:50,ATP binding cassette subfamily B member 9
,ABCC1,ABCC1,,HGNC,51,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51,ATP binding cassette subfamily C member 1
,ABCC10,ABCC10,,HGNC,52,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:52,ATP binding cassette subfamily C member 10
,ABCC2,ABCC2,,HGNC,53,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53,ATP binding cassette subfamily C member 2
,ABCC3,ABCC3,,HGNC,54,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54,ATP binding cassette subfamily C member 3
,ABCC4,ABCC4,,HGNC,55,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55,ATP binding cassette subfamily C member 4
,ABCC5,ABCC5,,HGNC,56,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:56,ATP binding cassette subfamily C member 5
,ABCC6,ABCC6,,HGNC,57,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:57,ATP binding cassette subfamily C member 6
,ABCC8,ABCC8,,HGNC,59,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:59,ATP binding cassette subfamily C member 8
,ABCC9,ABCC9,,HGNC,60,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:60,ATP binding cassette subfamily C member 9
,ABCD1,ABCD1,,HGNC,61,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:61,ATP binding cassette subfamily D member 1
,ABCD2,ABCD2,,HGNC,66,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:66,ATP binding cassette subfamily D member 2
,ABCD3,ABCD3,,HGNC,67,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:67,ATP binding cassette subfamily D member 3
,ABCD4,ABCD4,,HGNC,68,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:68,ATP binding cassette subfamily D member 4
,ABCE1,ABCE1,,HGNC,69,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:69,ATP binding cassette subfamily E member 1
,ABCF1,ABCF1,,HGNC,70,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:70,ATP binding cassette subfamily F member 1
,ABCF2,ABCF2,,HGNC,71,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:71,ATP binding cassette subfamily F member 2
,ABCF3,ABCF3,,HGNC,72,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:72,ATP binding cassette subfamily F member 3
,ACTL7A,ACTL7A,,HGNC,161,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:161,actin like 7A
,ABCG1,ABCG1,,HGNC,73,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:73,ATP binding cassette subfamily G member 1
,ABCG2,ABCG2,,HGNC,74,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:74,ATP binding cassette subfamily G member 2 (Junior blood group)
,ABL1,ABL1,,HGNC,76,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:76,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
,ABL2,ABL2,,HGNC,77,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:77,"ABL proto-oncogene 2, non-receptor tyrosine kinase"
,ABLIM1,ABLIM1,,HGNC,78,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:78,actin binding LIM protein 1
,ABO,ABO,,HGNC,79,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:79,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"
,AOC1,AOC1,,HGNC,80,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:80,amine oxidase copper containing 1
,ABR,ABR,,HGNC,81,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:81,ABR activator of RhoGEF and GTPase
,ACAA1,ACAA1,,HGNC,82,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:82,acetyl-CoA acyltransferase 1
,ACAA2,ACAA2,,HGNC,83,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:83,acetyl-CoA acyltransferase 2
,ACACA,ACACA,,HGNC,84,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:84,acetyl-CoA carboxylase alpha
,ACACB,ACACB,,HGNC,85,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:85,acetyl-CoA carboxylase beta
,ACAD8,ACAD8,,HGNC,87,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:87,acyl-CoA dehydrogenase family member 8
,ACADL,ACADL,,HGNC,88,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:88,acyl-CoA dehydrogenase long chain
,ACADM,ACADM,,HGNC,89,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:89,acyl-CoA dehydrogenase medium chain
,ACADS,ACADS,,HGNC,90,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:90,acyl-CoA dehydrogenase short chain
,ACADSB,ACADSB,,HGNC,91,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:91,acyl-CoA dehydrogenase short/branched chain
,ACADVL,ACADVL,,HGNC,92,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:92,acyl-CoA dehydrogenase very long chain
,ACAT1,ACAT1,,HGNC,93,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:93,acetyl-CoA acetyltransferase 1
,ACAT2,ACAT2,,HGNC,94,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:94,acetyl-CoA acetyltransferase 2
,SLC33A1,SLC33A1,,HGNC,95,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:95,solute carrier family 33 member 1
,ASIC2,ASIC2,,HGNC,99,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:99,acid sensing ion channel subunit 2
,ASIC1,ASIC1,,HGNC,100,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:100,acid sensing ion channel subunit 1
,ASIC3,ASIC3,,HGNC,101,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:101,acid sensing ion channel subunit 3
,unknown,Unknown,,,,,
,CNNM1,CNNM1,,HGNC,102,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:102,cyclin and CBS domain divalent metal cation transport mediator 1
,CNNM2,CNNM2,,HGNC,103,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:103,cyclin and CBS domain divalent metal cation transport mediator 2
,CNNM3,CNNM3,,HGNC,104,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:104,cyclin and CBS domain divalent metal cation transport mediator 3
,CNNM4,CNNM4,,HGNC,105,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:105,cyclin and CBS domain divalent metal cation transport mediator 4
,ACHE,ACHE,,HGNC,108,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:108,acetylcholinesterase (Cartwright blood group)
,ACLY,ACLY,,HGNC,115,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:115,ATP citrate lyase
,ACO1,ACO1,,HGNC,117,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:117,aconitase 1
,ACO2,ACO2,,HGNC,118,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:118,aconitase 2
,ACOX1,ACOX1,,HGNC,119,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:119,acyl-CoA oxidase 1
,ACOX2,ACOX2,,HGNC,120,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:120,acyl-CoA oxidase 2
,ACOX3,ACOX3,,HGNC,121,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:121,"acyl-CoA oxidase 3, pristanoyl"
,ACP1,ACP1,,HGNC,122,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:122,acid phosphatase 1
,ACP2,ACP2,,HGNC,123,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:123,"acid phosphatase 2, lysosomal"
,ACP5,ACP5,,HGNC,124,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:124,"acid phosphatase 5, tartrate resistant"
,ACP3,ACP3,,HGNC,125,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:125,acid phosphatase 3
,ACR,ACR,,HGNC,126,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:126,acrosin
,ACRV1,ACRV1,,HGNC,127,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:127,acrosomal vesicle protein 1
,ACTA1,ACTA1,,HGNC,129,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:129,"actin alpha 1, skeletal muscle"
,ACTA2,ACTA2,,HGNC,130,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:130,"actin alpha 2, smooth muscle"
,ACTB,ACTB,,HGNC,132,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:132,actin beta
,POTEH,POTEH,,HGNC,133,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:133,POTE ankyrin domain family member H
,ACTC1,ACTC1,,HGNC,143,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:143,actin alpha cardiac muscle 1
,ACTG1,ACTG1,,HGNC,144,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:144,actin gamma 1
,ACTG2,ACTG2,,HGNC,145,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:145,"actin gamma 2, smooth muscle"
,ACTL6B,ACTL6B,,HGNC,160,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:160,actin like 6B
,ACTL7B,ACTL7B,,HGNC,162,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:162,actin like 7B
,ACTN1,ACTN1,,HGNC,163,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:163,actinin alpha 1
,ACTN2,ACTN2,,HGNC,164,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:164,actinin alpha 2
,ACTN3,ACTN3,,HGNC,165,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:165,actinin alpha 3
,ACTN4,ACTN4,,HGNC,166,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:166,actinin alpha 4
