order,name,label,parent,codesystem,code,ontologyTermURI,definition
,a01,Typhoid and paratyphoid fevers,,ICD-10,A01,http://identifiers.org/icd/A01,
,a00,Cholera,,ICD-10,A00,http://identifiers.org/icd/A00,
,a01_1,Paratyphoid fever A,,ICD-10,A01.1,http://identifiers.org/icd/A01.1,
,a01_0,Typhoid fever,,ICD-10,A01.0,http://identifiers.org/icd/A01.0,
,a01_3,Paratyphoid fever C,,ICD-10,A01.3,http://identifiers.org/icd/A01.3,
,a01_2,Paratyphoid fever B,,ICD-10,A01.2,http://identifiers.org/icd/A01.2,
,a01_4,"Paratyphoid fever, unspecified",,ICD-10,A01.4,http://identifiers.org/icd/A01.4,
,a00__a09,Intestinal infectious diseases,,ICD-10,A00-A09,,
,a00_9,"Cholera, unspecified",,ICD-10,A00.9,http://identifiers.org/icd/A00.9,
,a00_0,"Cholera due to Vibrio cholerae 01, biovar cholerae",,ICD-10,A00.0,http://identifiers.org/icd/A00.0,
,a00_1,"Cholera due to Vibrio cholerae 01, biovar eltor",,ICD-10,A00.1,http://identifiers.org/icd/A00.1,
,a59_9,"Trichomoniasis, unspecified",,ICD-10,A59.9,http://identifiers.org/icd/A59.9,
,a59_8,Trichomoniasis of other sites,,ICD-10,A59.8,http://identifiers.org/icd/A59.8,
,a59_0,Urogenital trichomoniasis,,ICD-10,A59.0,http://identifiers.org/icd/A59.0,
,b57_5,Chagas disease (chronic) with other organ involvement,,ICD-10,B57.5,http://identifiers.org/icd/B57.5,
,b57_4,Chagas disease (chronic) with nervous system involvement,,ICD-10,B57.4,http://identifiers.org/icd/B57.4,
,a20__a28,Certain zoonotic bacterial diseases,,ICD-10,A20-A28,,
,b57_1,Acute Chagas disease without heart involvement,,ICD-10,B57.1,http://identifiers.org/icd/B57.1,
,b57_0,Acute Chagas disease with heart involvement,,ICD-10,B57.0,http://identifiers.org/icd/B57.0,
,b57_3,Chagas disease (chronic) with digestive system involvement,,ICD-10,B57.3,http://identifiers.org/icd/B57.3,
,b57_2,Chagas disease (chronic) with heart involvement,,ICD-10,B57.2,http://identifiers.org/icd/B57.2,
,a02_8,Other specified salmonella infections,,ICD-10,A02.8,http://identifiers.org/icd/A02.8,
,a48_4,"Other bacterial diseases, not elsewhere classified - Brazilian purpuric fever",,ICD-10,A48.4,http://identifiers.org/icd/A48.4,
,a48_3,"Other bacterial diseases, not elsewhere classified - Toxic shock syndrome",,ICD-10,A48.3,http://identifiers.org/icd/A48.3,
,a02_9,"Salmonella infection, unspecified",,ICD-10,A02.9,http://identifiers.org/icd/A02.9,
,a48_8,Other specified bacterial diseases,,ICD-10,A48.8,http://identifiers.org/icd/A48.8,
,a02_0,Salmonella enteritis,,ICD-10,A02.0,http://identifiers.org/icd/A02.0,
,a02_2,Localized salmonella infections,,ICD-10,A02.2,http://identifiers.org/icd/A02.2,
,a48_2,"Other bacterial diseases, not elsewhere classified - Nonpneumonic Legionnaires disease [Pontiac fever]",,ICD-10,A48.2,http://identifiers.org/icd/A48.2,
,a02_1,Salmonella sepsis,,ICD-10,A02.1,http://identifiers.org/icd/A02.1,
,a48_1,"Other bacterial diseases, not elsewhere classified - Legionnaires disease",,ICD-10,A48.1,http://identifiers.org/icd/A48.1,
,b68_9,"Taeniasis, unspecified",,ICD-10,B68.9,http://identifiers.org/icd/B68.9,
,a48_0,"Other bacterial diseases, not elsewhere classified - Gas gangrene",,ICD-10,A48.0,http://identifiers.org/icd/A48.0,
,b00_5,Herpesviral ocular disease,,ICD-10,B00.5,http://identifiers.org/icd/B00.5,
,b46_5,"Zygomycosis - Mucormycosis, unspecified",,ICD-10,B46.5,http://identifiers.org/icd/B46.5,
,b00_4,Herpesviral encephalitis,,ICD-10,B00.4,http://identifiers.org/icd/B00.4,
,b46_4,Zygomycosis - Disseminated mucormycosis,,ICD-10,B46.4,http://identifiers.org/icd/B46.4,
