name,definition,codesystem,code,ontologyTermURI
"silicones","silicones","ATC","A03AX13","http://purl.bioontology.org/ontology/ATC/A03AX13"
"cefatrizine","cefatrizine","ATC","J01DB07","http://purl.bioontology.org/ontology/ATC/J01DB07"
"Technetium 99m compounds, central nervous system diagnostic radiopharmaceuticals","Technetium 99m compounds, central nervous system diagnostic radiopharmaceuticals","ATC","V09AA","http://purl.bioontology.org/ontology/ATC/V09AA"
"urofollitropin","urofollitropin","ATC","G03GA04","http://purl.bioontology.org/ontology/ATC/G03GA04"
"promethazine","promethazine","ATC","D04AA10","http://purl.bioontology.org/ontology/ATC/D04AA10"
"pinacidil and diuretics","pinacidil and diuretics","ATC","C02LX01","http://purl.bioontology.org/ontology/ATC/C02LX01"
"sargramostim","sargramostim","ATC","L03AA09","http://purl.bioontology.org/ontology/ATC/L03AA09"
"cilostazol","cilostazol","ATC","B01AC23","http://purl.bioontology.org/ontology/ATC/B01AC23"
"emepronium, combinations","emepronium, combinations","ATC","N05CX05","http://purl.bioontology.org/ontology/ATC/N05CX05"
"lanadelumab","lanadelumab","ATC","B06AC05","http://purl.bioontology.org/ontology/ATC/B06AC05"
"androstanolone","androstanolone","ATC","A14AA01","http://purl.bioontology.org/ontology/ATC/A14AA01"
"Beta blocking agents, selective, thiazides and other diuretics","Beta blocking agents, selective, thiazides and other diuretics","ATC","C07DB","http://purl.bioontology.org/ontology/ATC/C07DB"
"mefenorex","mefenorex","ATC","A08AA09","http://purl.bioontology.org/ontology/ATC/A08AA09"
"emtricitabine","emtricitabine","ATC","J05AF09","http://purl.bioontology.org/ontology/ATC/J05AF09"
"aliskiren and amlodipine","aliskiren and amlodipine","ATC","C09XA53","http://purl.bioontology.org/ontology/ATC/C09XA53"
"imiquimod","imiquimod","ATC","D06BB10","http://purl.bioontology.org/ontology/ATC/D06BB10"
"THYROID THERAPY DRUGS","THYROID THERAPY DRUGS","ATC","H03","http://purl.bioontology.org/ontology/ATC/H03"
"chloroform","chloroform","ATC","N01AB02","http://purl.bioontology.org/ontology/ATC/N01AB02"
"ciclonicate","ciclonicate","ATC","C04AC07","http://purl.bioontology.org/ontology/ATC/C04AC07"
"Sulfonamides (heterocyclic), blood glucose lowering drugs","Sulfonamides (heterocyclic), blood glucose lowering drugs","ATC","A10BC","http://purl.bioontology.org/ontology/ATC/A10BC"
"euflavine","euflavine","ATC","D08AA03","http://purl.bioontology.org/ontology/ATC/D08AA03"
"propyphenazone, combinations excl. psycholeptics","propyphenazone, combinations excl. psycholeptics","ATC","N02BB54","http://purl.bioontology.org/ontology/ATC/N02BB54"
"succinylsulfathiazole","succinylsulfathiazole","ATC","A07AB04","http://purl.bioontology.org/ontology/ATC/A07AB04"
"hydrocortisone aceponate","hydrocortisone aceponate","ATC","D07AC16","http://purl.bioontology.org/ontology/ATC/D07AC16"
"Hypnotics and sedatives in combination, excl. barbiturates","Hypnotics and sedatives in combination, excl. barbiturates","ATC","N05CX","http://purl.bioontology.org/ontology/ATC/N05CX"
"morphine, combinations","morphine, combinations","ATC","N02AA51","http://purl.bioontology.org/ontology/ATC/N02AA51"
"phenylbutazone","phenylbutazone","ATC","M02AA01","http://purl.bioontology.org/ontology/ATC/M02AA01"
"flumetasone and antiinfectives","flumetasone and antiinfectives","ATC","S02CA02","http://purl.bioontology.org/ontology/ATC/S02CA02"
"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine","isoniazid, sulfamethoxazole, trimethoprim and pyridoxine","ATC","J04AM08","http://purl.bioontology.org/ontology/ATC/J04AM08"
"levothyroxine sodium","levothyroxine sodium","ATC","H03AA01","http://purl.bioontology.org/ontology/ATC/H03AA01"
"betahistine","betahistine","ATC","N07CA01","http://purl.bioontology.org/ontology/ATC/N07CA01"
"Other magnetic resonance imaging contrast media in ATC","Other magnetic resonance imaging contrast media in ATC","ATC","V08CX","http://purl.bioontology.org/ontology/ATC/V08CX"
"copper usnate","copper usnate","ATC","G01AX15","http://purl.bioontology.org/ontology/ATC/G01AX15"
"hexamidine","hexamidine","ATC","S03AA05","http://purl.bioontology.org/ontology/ATC/S03AA05"
"Occupational Activity","Occupational Activity","STY","T057","http://purl.bioontology.org/ontology/STY/T057"
"bosutinib","bosutinib","ATC","L01XE14","http://purl.bioontology.org/ontology/ATC/L01XE14"
"xenon (127Xe) gas","xenon (127Xe) gas","ATC","V09EX02","http://purl.bioontology.org/ontology/ATC/V09EX02"
"theophylline","theophylline","ATC","R03DA04","http://purl.bioontology.org/ontology/ATC/R03DA04"
"clobetasone","clobetasone","ATC","D07AB01","http://purl.bioontology.org/ontology/ATC/D07AB01"
"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat","emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat","ATC","J05AR09","http://purl.bioontology.org/ontology/ATC/J05AR09"
"ethulose","ethulose","ATC","A06AC02","http://purl.bioontology.org/ontology/ATC/A06AC02"
"Protectives against UV-radiation for systemic use","Protectives against UV-radiation for systemic use","ATC","D02BB","http://purl.bioontology.org/ontology/ATC/D02BB"
"pargyline and diuretics","pargyline and diuretics","ATC","C02LL01","http://purl.bioontology.org/ontology/ATC/C02LL01"
"trospium and analgesics","trospium and analgesics","ATC","A03DA06","http://purl.bioontology.org/ontology/ATC/A03DA06"
"chloramphenicol","chloramphenicol","ATC","S03AA08","http://purl.bioontology.org/ontology/ATC/S03AA08"
"pyrrolnitrin","pyrrolnitrin","ATC","D01AA07","http://purl.bioontology.org/ontology/ATC/D01AA07"
"axitinib","axitinib","ATC","L01XE17","http://purl.bioontology.org/ontology/ATC/L01XE17"
"cinepazet","cinepazet","ATC","C01DX14","http://purl.bioontology.org/ontology/ATC/C01DX14"
"Antiinfectives","Antiinfectives","ATC","S03AA","http://purl.bioontology.org/ontology/ATC/S03AA"
"Other antigout preparations in ATC","Other antigout preparations in ATC","ATC","M04AX","http://purl.bioontology.org/ontology/ATC/M04AX"
"Disease or Syndrome","Disease or Syndrome","STY","T047","http://purl.bioontology.org/ontology/STY/T047"
"Corticosteroid nasal preparations for topical use","Corticosteroid nasal preparations for topical use","ATC","R01AD","http://purl.bioontology.org/ontology/ATC/R01AD"
"mipomersen","mipomersen","ATC","C10AX11","http://purl.bioontology.org/ontology/ATC/C10AX11"
"cholera, combinations with typhoid vaccine, inactivated, whole cell","cholera, combinations with typhoid vaccine, inactivated, whole cell","ATC","J07AE51","http://purl.bioontology.org/ontology/ATC/J07AE51"
"SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS","ATC","C08D","http://purl.bioontology.org/ontology/ATC/C08D"
"bismuth subcitrate","bismuth subcitrate","ATC","A02BX05","http://purl.bioontology.org/ontology/ATC/A02BX05"
"attapulgite, combinations","attapulgite, combinations","ATC","A07BC54","http://purl.bioontology.org/ontology/ATC/A07BC54"
"trimethyldiphenylpropylamine","trimethyldiphenylpropylamine","ATC","A03AX30","http://purl.bioontology.org/ontology/ATC/A03AX30"
"CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","ATC","L01D","http://purl.bioontology.org/ontology/ATC/L01D"
"multienzymes (lipase, protease etc.)","multienzymes (lipase, protease etc.)","ATC","A09AA02","http://purl.bioontology.org/ontology/ATC/A09AA02"
