order,name,label,parent,codesystem,code,ontologyTermURI,definition
1,LIP,Lip,,,C00,,
2,BASE OF TONGUE,Base of tongue,,,C01,,
3,OTHER AND UNSPECIFIED PARTS OF TONGUE,Other and unspecified parts of tongue,,,C02,,
4,GUM,Gum,,,C03,,
5,FLOOR OF MOUTH,Floor of mouth,,,C04,,
6,PALATE,Palate,,,C05,,
7,OTHER AND UNSPECIFIED PARTS OF MOUTH,Other and unspecified parts of mouth,,,C06,,
8,PAROTID GLANID,Parotid glanid,,,C07,,
9,OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS,Other and unspecified major salivary glands,,,C08,,
10,TONSIL,Tonsil,,,C09,,
11,OROPHARYNX,Oropharynx,,,C10,,
12,NASOPHARYNX,Nasopharynx,,,C11,,
13,PYRIFORM SINUS,Pyriform sinus,,,C12,,
14,HYPOPHARYNX,Hypopharynx,,,C13,,
15,"OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX","Other and ill-defined sites in lip, oral cavity and pharynx",,,C14,,
16,ESOPHAGUS,Esophagus,,,C15,,
17,STOMACH,Stomach,,,C16,,
18,SMALL INTESTINE,Small intestine,,,C17,,
19,COLON,Colon,,,C18,,
20,RECTOSIGMOID JUNCTION,Rectosigmoid junction,,,C19,,
21,RECTUM,Rectum,,,C20,,
22,ANUS AND ANAL CANAL,Anus and anal canal,,,C21,,
23,LIVER AND INTRAHEPATIC BILE DUCTS,Liver and intrahepatic bile ducts,,,C22,,
24,GALLBLADDER,Gallbladder,,,C23,,
25,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,Other and unspecified parts of biliary tract,,,C24,,
26,PANCREAS,Pancreas,,,C25,,
27,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,Other and ill-defined digestive organs,,,C26,,
28,NASAL CAVITY AND MIDDLE EAR,Nasal cavity and middle ear,,,C30,,
29,ACCESSORY SINUSES,Accessory sinuses,,,C31,,
30,LARYNX,Larynx,,,C32,,
31,TRACHEA,Trachea,,,C33,,
32,BRONCHUS AND LUNG,Bronchus and lung,,,C34,,
33,THYMUS,Thymus,,,C37,,
34,"HEART, MEDIASTINUM, AND PLEURA","Heart, mediastinum, and pleura",,,C38,,
168,"Colon, NOS",,COLON,,C18.9,,
35,OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AMD INTRATHORACIC ORGANS,Other and ill-defined sites within respiratory system amd intrathoracic organs,,,C39,,
36,"BONES, JOINTS AND ARTICULAR CARTILAGE OF LIMBS","Bones, joints and articular cartilage of limbs",,,C40,,
37,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","Bones, joints and articular cartilage of other and unspecified sites",,,C41,,
38,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,Hematopoietic and reticuloendothelial systems,,,C42,,
39,SKIN,Skin,,,C44,,
40,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system,,,C47,,
41,RETROPERITONEUM AND PERITONEUM,Retroperitoneum and peritoneum,,,C48,,
42,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","Connective, subcutaneous and other soft tissues",,,C49,,
43,BREAST,Breast,,,C50,,
44,VULVA,Vulva,,,C51,,
45,VAGINA,Vagina,,,C52,,
46,CERVIX UTERI,Cervix uteri,,,C53,,
47,CORPUS UTERI,Corpus uteri,,,C54,,
48,"UTERUS, NOS","Uterus, NOS",,,C55,,
49,OVARY,Ovary,,,C56,,
50,OTHER AN UNSPECIFIED FEMALE GENITAL ORGANS,Other an unspecified female genital organs,,,C57,,
51,PLACENTA,Placenta,,,C58,,
52,PENIS,Penis,,,C60,,
53,PROSTATE GLAND,Prostate gland,,,C61,,
54,TESTIS,Testis,,,C62,,
55,OTHER AND UNSPECIFIED MALE GENITAL ORGANS,Other and unspecified male genital organs,,,C63,,
