order,name,label,parent,codesystem,code,ontologyTermURI,definition
1,Human use,,,,,,
2,Veterinary use,,,,,,
3,13C-UREA,,Human use,,1E+11,,
4,A/CALIFORNIA/7/2009 (H1N1)-DERIVED STRAIN USED NYMC X-181,,Human use,,1E+11,,
5,A/CALIFORNIA/7/2009 (H1N1)PDM09 - DERIVED STRAIN USED NYMC X-179A,,Human use,,1E+11,,
6,A/CALIFORNIA/7/2009 (H1N1)PDM09-LIKE STRAIN,,Human use,,1E+11,,
7,A/CALIFORNIA/7/2009 PDM09 (H1N1) - LIKE STRAIN USED A/BRISBANE/10/2010 WILD TYPE,,Human use,,1E+11,,
8,A/CALIFORNIA/7/2009(H1N1)-LIKE STRAIN (NYMC X-179A),,Human use,,1E+11,,
9,"A/DARWIN/6/2021(H3N2)-LIKE STRAIN (A/DARWIN/11/2021, WILD TYPE)",,Human use,,3E+11,,
10,"A/DARWIN/9/2021 (H3N2) - LIKE STRAIN (A/DARWIN/6/2021, IVR-227)",,Human use,,3E+11,,
11,"A/DARWIN/9/2021 (H3N2) - LIKE STRAIN (A/NORWAY/16606/2021, MEDI 355293)",,Human use,,3E+11,,
12,A/INDONESIA/05/2005 (H5N1) LIKE STRAIN USED (PR8-IBCDC-RG2),,Human use,,1E+11,,
13,A/NEW CALEDONIA/20/99 (H1N1) - LIKE STRAIN (A/NEW CALEDONIA/20/99 REASS. IVR-116),,Human use,,1E+11,,
14,A/PERTH/16/2009 (H3N2) - LIKE STRAIN (A/VICTORIA/210/2009 REASS. NYMC X-187),,Human use,,1E+11,,
15,"A/SWITZERLAND/9715293/2013 (H3N2) - LIKE STRAIN (A/SOUTH AUSTRALIA/55/2014, WILD TYPE)",,Human use,,1E+11,,
16,A/TURKEY/TURKEY/1/05 (H5N1)-LIKE STRAIN (NIBRG-23),,Human use,,1E+11,,
17,"A/VICTORIA/2570/2019 (H1N1)PDM09 - LIKE STRAIN (A/VICTORIA/1/2020, MEDI 340505)",,Human use,,3E+11,,
18,"A/VICTORIA/2570/2019 (H1N1)PDM09-LIKE STRAIN (A/VICTORIA/2570/2019, IVR-215)",,Human use,,3E+11,,
19,"A/VICTORIA/361/2011 (H3N2)-LIKE STRAIN (A/TEXAS/50/2012, MEDI 237514)",,Human use,,1E+11,,
20,A/VIETNAM/1194/2004 (H5N1) LIKE STRAIN USED (NIBRG-14),,Human use,,1E+11,,
21,A/WISCONSIN/588/2019 (H1N1)PDM09-LIKE STRAIN (A/DELAWARE/55/2019 CVR-45),,Human use,,3E+11,,
22,A/WISCONSIN/67/2005 (H3N2) - LIKE STRAIN (A/WISCONSIN/67/2005 REASS. NYMCX-161-B),,Human use,,1E+11,,
23,ABACAVIR,,Human use,,1E+11,,
24,ABACAVIR SULFATE,,Human use,,1E+11,,
25,ABALOPARATIDE,,Human use,,1E+11,,
26,ABATACEPT,,Human use,,1E+11,,
27,ABEMACICLIB,,Human use,,1E+11,,
28,ABIRATERONE ACETATE,,Human use,,1E+11,,
29,ABROCITINIB,,Human use,,3E+11,,
30,ACALABRUTINIB,,Human use,,1E+11,,
31,ACALABRUTINIB MALEATE,,Human use,,3E+11,,
32,ACENOCOUMAROL,,Human use,,539069,,
33,ACETOHEXAMIDE,,Human use,,461734,,
34,ACETYLSALICYLIC ACID,,Human use,,1E+11,,
35,ACITRETIN,,Human use,,461903,,
36,ACLIDINIUM BROMIDE,,Human use,,1E+11,,
37,ADALIMUMAB,,Human use,,1E+11,,
38,ADAPALENE,,Human use,,527133,,
39,ADEFOVIR DIPIVOXIL,,Human use,,1E+11,,
40,ADENOVIRUS SEROTYPE 26 VIRAL VECTOR CARRYING A GENE ENCODING THE EBOLA ZAIRE ENVELOPE GLYCOPROTEIN,,Human use,,3E+11,,
41,AFAMELANOTIDE,,Human use,,1E+11,,
42,AFATINIB,,Human use,,563851,,
43,AFATINIB DIMALEATE,,Human use,,1E+11,,
44,AFLIBERCEPT,,Human use,,1E+11,,
45,AGALSIDASE ALFA,,Human use,,1E+11,,
