name,definition,codesystem,code,ontologyTermURI
"NEXTFLEX Unique Dual Index Barcodes by PerkinElmer","NEXTFLEX Unique Dual Index Barcodes by PerkinElmer sourced from https://www.biocompare.com, accessed May 2020.","FG","0000125","https://w3id.org/fair-genomes/resource/FG_0000125"
"SEQuoia Complete Stranded RNA Library Prep Kit by Bio-Rad","SEQuoia Complete Stranded RNA Library Prep Kit by Bio-Rad sourced from https://www.biocompare.com, accessed May 2020.","FG","0000126","https://w3id.org/fair-genomes/resource/FG_0000126"
"KAPA HyperPlus Kits by Roche","KAPA HyperPlus Kits by Roche sourced from https://www.biocompare.com, accessed May 2020.","FG","0000127","https://w3id.org/fair-genomes/resource/FG_0000127"
"Twist Human Core Exome Kit by Twist Bioscience","Twist Human Core Exome Kit by Twist Bioscience sourced from https://www.biocompare.com, accessed May 2020.","FG","0000128","https://w3id.org/fair-genomes/resource/FG_0000128"
"Driver-Map Human Genome-Wide Targeted Expression Profiling Kit (24 reactions) by Cellecta","Driver-Map Human Genome-Wide Targeted Expression Profiling Kit (24 reactions) by Cellecta sourced from https://www.biocompare.com, accessed May 2020.","FG","0000129","https://w3id.org/fair-genomes/resource/FG_0000129"
"ChIP-seq Kit For Histones (High Sensitivity) by BosterBio","ChIP-seq Kit For Histones (High Sensitivity) by BosterBio sourced from https://www.biocompare.com, accessed May 2020.","FG","0000130","https://w3id.org/fair-genomes/resource/FG_0000130"
"ChIP-seq Kit For Transcription Factors (High Sensitivity) by BosterBio","ChIP-seq Kit For Transcription Factors (High Sensitivity) by BosterBio sourced from https://www.biocompare.com, accessed May 2020.","FG","0000131","https://w3id.org/fair-genomes/resource/FG_0000131"
"HyperCap Workflow by Roche","HyperCap Workflow by Roche sourced from https://www.biocompare.com, accessed May 2020.","FG","0000132","https://w3id.org/fair-genomes/resource/FG_0000132"
"SeqCap RNA System by Roche","SeqCap RNA System by Roche sourced from https://www.biocompare.com, accessed May 2020.","FG","0000133","https://w3id.org/fair-genomes/resource/FG_0000133"
"MagicPureTM Size Selection DNA Beads by TransGen Biotech Co., LTD","MagicPureTM Size Selection DNA Beads by TransGen Biotech Co., LTD sourced from https://www.biocompare.com, accessed May 2020.","FG","0000134","https://w3id.org/fair-genomes/resource/FG_0000134"
"NEXTFLEX UDI Barcodes (1-1,536) by PerkinElmer","NEXTFLEX UDI Barcodes (1-1,536) by PerkinElmer sourced from https://www.biocompare.com, accessed May 2020.","FG","0000135","https://w3id.org/fair-genomes/resource/FG_0000135"
"NEXTflex Small RNA Sequencing Kit v3 for Illumina Platforms by PerkinElmer","NEXTflex Small RNA Sequencing Kit v3 for Illumina Platforms by PerkinElmer sourced from https://www.biocompare.com, accessed May 2020.","FG","0000136","https://w3id.org/fair-genomes/resource/FG_0000136"
"Blunt/TA Ligase Master Mix by New England Biolabs","Blunt/TA Ligase Master Mix by New England Biolabs sourced from https://www.biocompare.com, accessed May 2020.","FG","0000137","https://w3id.org/fair-genomes/resource/FG_0000137"
"NEBNext ChIP-Seq Library Prep Master Mix Set for Illumina by New England Biolabs","NEBNext ChIP-Seq Library Prep Master Mix Set for Illumina by New England Biolabs sourced from https://www.biocompare.com, accessed May 2020.","FG","0000138","https://w3id.org/fair-genomes/resource/FG_0000138"
"Auto ChIPmentation for Histones by Diagenode","Auto ChIPmentation for Histones by Diagenode sourced from https://www.biocompare.com, accessed May 2020.","FG","0000139","https://w3id.org/fair-genomes/resource/FG_0000139"
"Auto MagMeDIP 10 rxn by Diagenode","Auto MagMeDIP 10 rxn by Diagenode sourced from https://www.biocompare.com, accessed May 2020.","FG","0000140","https://w3id.org/fair-genomes/resource/FG_0000140"
