order,name,label,parent,codesystem,code,ontologyTermURI,definition
,OCT,Optical Coherence Tomography (non-Ophthalmic),,DICOM,OCT,,"An acquisition device, process or method that uses an interferometric, non-invasive optical tomographic technique to image 2D slices and 3D volumes of tissue using visible and near visible frequencies."
,DG,Diaphanography,,DICOM,DG,,"An acquisition device, process or method that performs diaphanography."
,RTSTRUCT,Radiotherapy Structure Set,,DICOM,RTSTRUCT,,"A device, process or method that produces Radiotherapy Structure Sets."
,PT,Positron emission tomography (PET),,DICOM,PT,,"An acquisition device, process or method that performs positron emission tomography (PET)."
,LS,Laser surface scan,,DICOM,LS,,"An acquisition device, process or method that performs laser surface scanning."
,RTIMAGE,Radiotherapy Image,,DICOM,RTIMAGE,,"An acquisition device, process or method that performs radiotherapy imaging; includes portal imaging."
,PX,Panoramic X-Ray,,DICOM,PX,,"An acquisition device, process or method that performs panoramic X-Rays."
,EPS,Cardiac Electrophysiology,,DICOM,EPS,,"An acquisition device, process or method that performs cardiac electrophysiology."
,OPM,Ophthalmic Mapping,,DICOM,OPM,,"An acquisition device, process or method that measures corneal topography, corneal or retinal thickness, and other similar parameters that are typically displayed as maps."
,OPT,Ophthalmic Tomography,,DICOM,OPT,,"An acquisition device, process or method that performs tomography of the eye that is based on light and optical principles. Tomography based on other principles, such as ultrasound, is excluded."
,DX,Digital Radiography,,DICOM,DX,,"An acquisition device, process or method that performs digital radiography."
,OPV,Ophthalmic Visual Field,,DICOM,OPV,,"An acquisition device, process or method that measures visual fields and perform visual perimetry."
,RTRECORD,RT Treatment Record,,DICOM,RTRECORD,,"A device, process or method that records radiotherapy treatment records."
,MG,Mammography,,DICOM,MG,,"An acquisition device, process or method that performs mammography."
,US,Ultrasound,,DICOM,US,,"An acquisition device, process or method that performs ultrasound."
,IVOCT,Intravascular Optical Coherence Tomography,,DICOM,IVOCT,,"An acquisition device, process or method that performs intravascular optical coherence tomography"
,MR,Magnetic Resonance,,DICOM,MR,,"An acquisition device, process or method that performs magnetic resonance imaging."
,IO,Intra-Oral Radiography,,DICOM,IO,,"An acquisition device, process or method that performs intra-oral radiography."
,IVUS,Intravascular Ultrasound,,DICOM,IVUS,,"An acquisition device, process or method that performs intravascular ultrasound."
,VA,Visual Acuity,,DICOM,VA,,"An acquisition device, process or method that measures visual acuity."
,ES,Endoscopy,,DICOM,ES,,"An acquisition device, process or method that records images during endoscopy."
,AR,Autorefraction,,DICOM,AR,,"An acquisition device, process or method that measures autorefraction."
,AU,Audio,,DICOM,AU,,"An acquisition device, process or method that records audio."
,RF,Radio Fluoroscopy,,DICOM,RF,,"An acquisition device, process or method that performs radiofluoroscopy."
,SEG,SEG Segmentation,,DICOM,SEG,,"An image processing device, process or method that performs segmentation."
,RG,Radiographic imaging (conventional film/screen),,DICOM,RG,,"An acquisition device, process or method that performs radiographic imaging (conventional film/screen)."
,KER,Keratometry,,DICOM,KER,,"An acquisition device, process or method that performs keratometry."
,SMR,Stereometric Relationship,,DICOM,SMR,,"A device, process or method that records relationships between stereometric image pairs."
,OAM,Ophthalmic Axial Measurements,,DICOM,OAM,,"An acquisition device, process or method that measures the axial length of the eye."
,NM,Nuclear Medicine,,DICOM,NM,,"An acquisition device, process or method that performs nuclear medicine imaging."
,SRF,Subjective Refraction,,DICOM,SRF,,"An acquisition device, process or method that records subjective refraction."
,BI,Biomagnetic imaging,,DICOM,BI,,"An acquisition device, process or method that performs biomagnetic imaging."
,BMD,Bone Densitometry (X-Ray),,DICOM,BMD,,"An acquisition device, process or method that performs bone mineral densitometry by X-Ray, including dual-energy X-Ray absorptiometry (DXA) and morphometric X-Ray absorptiometry (MXA)."
,RTPLAN,Radiotherapy Plan,,DICOM,RTPLAN,,"A device, process or method that produces radiotherapy plans."
,SM,Slide Microscopy,,DICOM,SM,,"An acquisition device, process or method that performs slide microscopy."
,SR,SR Document,,DICOM,SR,,"A device, process or method that creates Structured Report documents."
,OP,Ophthalmic Photography,,DICOM,OP,,"An acquisition device, process or method that performs ophthalmic photography."
,KO,Key Object Selection,,DICOM,KO,,"A device, process or method that creates Key Object Selection objects."
,GM,General Microscopy,,DICOM,GM,,"An acquisition device, process or method that performs general microscopy."
,IOL,Intraocular Lens Data,,DICOM,IOL,,
,ECG,Electrocardiography,,DICOM,ECG,,"An acquisition device, process or method that performs electrocardiography."
,XA,X-Ray Angiography,,DICOM,XA,,"An acquisition device, process or method that performs X-Ray angiography."
,XC,External-camera Photography,,DICOM,XC,,"An acquisition device, process or method that performs photography with an external camera."
,OSS,Optical Surface Scan,,DICOM,OSS,,"An acquisition device, process or method that performs optical surface scanning."
,CR,Computed Radiography,,DICOM,CR,,"An acquisition device, process or method that performs computed radiography."
,CT,Computed Tomography,,DICOM,CT,,"An acquisition device, process or method that performs computed tomography."
,RTDOSE,Radiotherapy Dose,,DICOM,RTDOSE,,"A device, process or method that records radiotherapy dose."
,TG,Thermography,,DICOM,TG,,"An acquisition device, process or method that performs thermography."
,LEN,Lensometry,,DICOM,LEN,,"An acquisition device, process or method that performs lensometry."
,REG,Registration,,DICOM,REG,,"An image processing device, process or method that creates Registration objects."
,RESP,Respiratory Waveform,,DICOM,RESP,,
,HC,Hard Copy,,DICOM,HC,,"A device, process or method that creates images to be printed as hard copy."
,HD,Hemodynamic Waveform,,DICOM,HD,,"An acquisition device, process or method that records hemodynamic waveforms."
,BDUS,Bone Densitometry (ultrasound),,DICOM,BDUS,,"An acquisition device, process or method that performs ultrasound bone densitometry."
