order,name,label,parent,codesystem,code,ontologyTermURI,definition
,cen-ts-16945-2016,BBMRI audited CEN/TS 16945:2016,,,cen-ts-16945-2016,,"Specifications for pre-examination processes for metabolomics in urine, serum and plasma"
,iso-21899-2020,ISO 21899:2020,,,iso-21899-2020,,Biotechnology - Biobanking - General requirements for the validation and verification of processing methods for biological material in biobanks
,cen-ts-16835-3-2015,BBMRI audited CEN/TS 16835-3:2015,,,cen-ts-16835-3-2015,,Specifications for pre-examination processes for venous whole blood -  Part 3: Isolated circulating cell free DNA from plasma
,iso-23118-2021,BBMRI audited ISO 23118:2021,,,iso-23118-2021,,"Specifications for pre-examination processes in metabolomics in urine, venous blood serum and plasma"
,iso-27001-2022,ISO 27001:2022,,,iso-27001-2022,,Information security management systems - Requirements
,cen-ts-16827-2-2015,BBMRI audited CEN/TS 16827-2:2015,,,cen-ts-16827-2-2015,,Specifications for pre-examination processes for FFPE tissue - Part 2:  Isolated proteins
,iso-17043-2010,ISO 17043:2010,,,iso-17043-2010,,Conformity assessment - General requirements for proficiency testing
,iso-15190-2020,ISO 15190:2020,,,iso-15190-2020,,Medical laboratories – Requirements for safety
,iso-15189-2012,ISO 15189:2012,,,iso-15189-2012,,Medical laboratories – Requirements for quality and competence
,ISO-20387-2018,ISO 20387:2018,,,ISO-20387-2018,,Biotechnology - Biobanking - General requirements for biobanking
,oecd-guidelines,OECD Guidelines,,,oecd-guidelines,,
,nfs96-900,NFS96-900,,,nfs96-900,,Quality of Biological Resource Centres (BRCS) - Management system of a BRC and quality of biological resources
,iso-15189-2014,ISO 15189:2014,,,iso-15189-2014,,Medical laboratories – Requirements for quality and competence
,cen-ts-16826-1-2015,BBMRI audited CEN/TS 16826-1:2015,,,cen-ts-16826-1-2015,,Specifications for pre-examination processes for snap frozen tissue -  Part 1: Isolated RNA
,cen-ts-16827-1-2015,BBMRI audited CEN/TS 16827-1:2015,,,cen-ts-16827-1-2015,,Specifications for pre-examination processes for FFPE tissue - Part 1:  Isolated RNA
,others,Others,,,others,,
,iso-fdis-20387,BBMRI audited ISO 20387:2018,,,iso-fdis-20387,,Biotechnology - Biobanking - General requirements for biobanking
,cen-ts-16835-1-2015,BBMRI audited CEN/TS 16835-1:2015,,,cen-ts-16835-1-2015,,Specifications for pre-examination processes for venous whole blood -  Part 1: Isolated  cellular RNA
,iso-27001-2013,ISO 27001:2013,,,iso-27001-2013,,Information security management systems - Requirements
,iso-9001,ISO 9001:2015,,,iso-9001,,Quality management systems - Requirements
,iso-15189,ISO-15189:2012,,,iso-15189,,Medical laboratories – Requirements for quality and competence
,iso-17025,ISO-17025:2017,,,iso-17025,,General requirements for the competence of testing and calibration laboratories
,iso-20166-2,BBMRI audited ISO 20166-2:2018,,,iso-20166-2,,Specifications for pre-examination processes for FFPE tissue - Part 2:  Isolated proteins
,iso-20166-3,BBMRI audited ISO 20166-3:2018,,,iso-20166-3,,Specifications for pre-examination processes for FFPE tissue - Part 3:  Isolated DNA
,oeci_accreditation,OECI Accreditation,,,oeci_accreditation,,
,iso-17025-2017,ISO 17025:2017,,,iso-17025-2017,,General requirements for the competence of testing and calibration laboratories
,iso-17025-2018,ISO 17025:2018,,,iso-17025-2018,,General requirements for the competence of testing and calibration laboratories
,cen-ts-16826-2-2015,BBMRI audited CEN/TS 16826-2:2015,,,cen-ts-16826-2-2015,,Specifications for pre-examination processes for snap frozen tissue -  Part 2: Isolated proteins
,iso-20184-1,BBMRI audited ISO 20184-1:2018,,,iso-20184-1,,Specifications for pre-examination processes for frozen tissue -  Part 1: Isolated RNA
,iso-20184-3,BBMRI audited ISO 20184-3:2021,,,iso-20184-3,,Specifications for pre-examination processes for frozen tissue -  Part 3: Isolated DNA
,iso-20186-1,BBMRI audited ISO 20186-1:2019,,,iso-20186-1,,Specifications for pre-examination processes for venous whole blood -  Part 1: Isolated  cellular RNA
,iso-20184-2,BBMRI audited ISO 20184-2:2018,,,iso-20184-2,,Specifications for pre-examination processes for frozen tissue -  Part 2: Isolated proteins
,iso-15189-2022,ISO 15189:2022,,,iso-15189-2022,,Medical laboratories – Requirements for quality and competence
,iso-17020-2012,ISO 17020:2012,,,iso-17020-2012,,Conformity assessment - Requirements for the operation of various types of bodies performing inspection
,iso-20186-3,BBMRI audited ISO 20186-3:2019,,,iso-20186-3,,Specifications for pre-examination processes for venous whole blood -  Part 3: Isolated circulating cell free DNA from plasma
,cen-ts-16835-2-2015,BBMRI audited CEN/TS 16835-2:2015,,,cen-ts-16835-2-2015,,Specifications for pre-examination processes for venous whole blood -  Part 2: Isolated genomic DNA
,iso-20166-1,BBMRI audited ISO 20166-1:2018,,,iso-20166-1,,Specifications for pre-examination processes for FFPE tissue - Part 1:  Isolated RNA
,iso-20186-2,BBMRI audited ISO 20186-2:2019,,,iso-20186-2,,Specifications for pre-examination processes for venous whole blood -  Part 2: Isolated genomic DNA
,cen-ts-16827-3-2015,BBMRI audited CEN/TS 16827-3:2015,,,cen-ts-16827-3-2015,,Specifications for pre-examination processes for FFPE tissue - Part 3:  Isolated DNA
,iso-17034-2016,ISO 17034:2016,,,iso-17034-2016,,General requirements for the competence of reference material producers
,iso-15190,ISO-15190:2020,,,iso-15190,,Medical laboratories – Requirements for safety
