order,name,label,parent,codesystem,code,ontologyTermURI,definition
,1.2.840.10008.5.1.4.1.1.88.70,Implantation Plan SR Document IOD,,DICOM,1.2.840.10008.5.1.4.1.1.88.70,,
,1.2.840.10008.5.1.4.1.1.1,Computed Radiography Image IOD,,DICOM,1.2.840.10008.5.1.4.1.1.1,,
,1.2.840.10008.5.1.4.1.1.78.1,Lensometry Measurements IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.1,,
,1.2.840.10008.5.1.4.1.1.78.2,Autorefraction Measurements IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.2,,
,1.2.840.10008.5.1.4.1.1.78.3,Keratometry Measurements IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.3,,
,1.2.840.10008.5.1.4.1.1.78.4,Subjective Refraction Measurements IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.4,,
,1.2.840.10008.5.1.4.1.1.77.1.5.6,Wide Field Ophthalmic Photography 3D Coordinates Image IOD,,DICOM,1.2.840.10008.5.1.4.1.1.77.1.5.6,,
,1.2.840.10008.5.1.4.1.1.78.5,Visual Acuity Measurements IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.5,,
,1.2.840.10008.5.1.4.1.1.78.6,Spectacle Prescription Report IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.6,,
,1.2.840.10008.5.1.4.1.1.77.1.5.4,Ophthalmic Tomography Image IOD,,DICOM,1.2.840.10008.5.1.4.1.1.77.1.5.4,,
,1.2.840.10008.5.1.4.1.1.78.7,Ophthalmic Axial Measurements IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.7,,
,1.2.840.10008.5.1.4.1.1.77.1.5.5,Wide Field Ophthalmic Photography Stereographic Projection Image IOD,,DICOM,1.2.840.10008.5.1.4.1.1.77.1.5.5,,
,1.2.840.10008.5.1.4.1.1.78.8,Intraocular Lens Calculations IOD,,DICOM,1.2.840.10008.5.1.4.1.1.78.8,,
,1.2.840.10008.5.1.4.1.1.77.1.5.2,Ophthalmic Photography 16 Bit Image IOD,,DICOM,1.2.840.10008.5.1.4.1.1.77.1.5.2,,
,1.2.840.10008.5.1.4.1.1.77.1.5.3,Stereometric Relationship IOD,,DICOM,1.2.840.10008.5.1.4.1.1.77.1.5.3,,
,1.2.840.10008.5.1.4.1.1.77.1.4.1,Video Photographic Image IOD,,DICOM,1.2.840.10008.5.1.4.1.1.77.1.4.1,,
,1.2.840.10008.5.1.4.1.1.88.65,Chest CAD SR IOD,,DICOM,1.2.840.10008.5.1.4.1.1.88.65,,
,1.2.840.10008.5.1.4.1.1.6.2,Enhanced US Volume IOD,,DICOM,1.2.840.10008.5.1.4.1.1.6.2,,
