tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Individuals,,,,,,,,,,,"http://purl.obolibrary.org/obo/NCIT_C90492,http://purl.obolibrary.org/obo/ExO_0000127","Data, facts or figures about an individual; the set of relevant items would depend on the use case. In FAIR Genomes: Personal. In RD3: Subjects.","Beacon v2, FAIR Genomes, RD3, JRC-CDE, GDI T8.2 union, DCAT examples"
Individuals,,id,string,1,TRUE,,,,,,"http://purl.obolibrary.org/obo/NCIT_C164337,http://purl.obolibrary.org/obo/NCIT_C142495","A unique proper name or character sequence that identifies this particular person. In Beacon v2: id, in FAIR Genomes: PersonalIdentifier. In RD3: subjectID. In JRC-CDE: Pseudonym","Beacon v2, FAIR Genomes, RD3, JRC-CDE, DCAT examples"
Individuals,,age group,ontology,,,,Age groups,,,,http://purl.obolibrary.org/obo/NCIT_C25150,Addition for EJP-RD Virtual Platform API. E.g. Adult 18-65 Years Old,Beacon v2 Vivify add-on
Individuals,,year of birth,int,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C83164,The year in which this person was born.,"FAIR Genomes, GDI T8.2 union, RD3"
Individuals,,month of birth,ontology,,,,Month of the year,,,,http://purl.obolibrary.org/obo/NCIT_C83164,The month in which this person was born.,"FAIR Genomes, GDI T8.2 union, RD3"
Individuals,,date of birth,date,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C83164,The year in which a person was born. In JRC-CDE: Date of birth,"JRC-CDE, GDI T8.2 union"
Individuals,,gender at birth,ontology,,,,Gender at birth,,,,http://purl.obolibrary.org/obo/GSSO_009418,"Assigned gender is one's gender which was assigned at birth, typically by a medical and/or legal organization, and then later registered with other organizations. Such a designation is typically based off of the superficial appearance of external genitalia present at birth. In RD3: sex1. In JRC-CDE: Sex","FAIR Genomes, RD3, JRC-CDE, GDI T8.2 union"
Individuals,,gender identity,ontology,,,,Gender identity,,,,http://purl.bioontology.org/ontology/MESH/D005783,"A person's concept of self as being male and masculine or female and feminine, or ambivalent, based in part on physical characteristics, parental responses, and psychological and social pressures. It is the internal experience of gender role. For practical reasons the lookups are limited to first and second-level entries, but can be expanded when needed. Note that 'Gender at birth', 'Genotypic sex' and any (gender-related) hormone therapies in 'Medication' are usually medically more relevant than this term.","FAIR Genomes, GDI T8.2 union"
Individuals,,administrative gender,ontology,,,,Gender identity,,,,http://purl.obolibrary.org/obo/GSSO_009316,The gender of a person used for administrative purposes,"FAIR Genomes, GDI T8.2 union"
Individuals,,genotypic sex,ontology,,,,Genotypic sex,,,,http://purl.obolibrary.org/obo/PATO_0020000,A biological sex quality inhering in an individual based upon genotypic composition of sex chromosomes.,"FAIR Genomes, GDI T8.2 union,RD3"
Individuals,,country of birth,ontology,,,,Countries,,,,http://purl.obolibrary.org/obo/GENEPIO_0001094,The country that this person was born in.,"FAIR Genomes,Beacon v2"
Individuals,,country of residence,ontology,,,,Countries,,,,http://purl.obolibrary.org/obo/NCIT_C171105,Country of residence at enrollment.,"FAIR Genomes,Beacon v2,RD3"
Individuals,,ancestry,ontology_array,,,,Ancestry,,,,http://purl.obolibrary.org/obo/NCIT_C176763,Population category defined using ancestry informative markers (AIMs) based on genetic/genomic data.,"FAIR Genomes, Beacon v2"
Individuals,,consents,refback,,,,Individual consent,,Person consenting,,http://purl.obolibrary.org/obo/NCIT_C16735,"Consent given by a patient to a surgical or medical procedure or participation in a study, examination or analysis after achieving an understanding of the relevant medical facts and the risks involved.",RD3
Individuals,,clinical observations,refback,,,,Clinical observations,,,,http://purl.obolibrary.org/obo/NCIT_C116555,Assessment of patient condition in data collected on an individual patient or group of patients.,RD3
Individuals,,inclusion status,ontology,,,,InclusionStatus,,,,http://purl.obolibrary.org/obo/NCIT_C166244,An indicator that provides information on the current health status of this person. In JRC-CDE: Patient's status,"FAIR Genomes, JRC-CDE"
Individuals,,is off study,bool,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C29851,No longer participating in a study; not being followed and will not be retreated.,RD3
Individuals,,off study reason,ontology,,,,Off study reasons,,,,http://purl.obolibrary.org/obo/NCIT_C93611,A coded value specifying why the subject is removed from a study.A coded value specifying why the subject is removed from a study.,RD3
Individuals,,age at death,period,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C135383,The age at which death occurred. In JRC-CDE: Date of death,"FAIR Genomes, RD3, JRC-CDE"
Individuals,,affiliated institutions,ontology_array,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,One or more associations between the individual and a organisation or institution.,RD3
Individuals,,resources in other institutes,ontology_array,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C19012,Material or data related to this person that is not captured by this system though known to be available in other institutes such as biobanks or hospitals. In JRC-CDE: Link to a biobank,"FAIR Genomes, JRC-CDE"
Individuals,,analyses,refback,,,,Individual analyses,,,,http://purl.obolibrary.org/obo/RO_0000056,Reference to the study or studies in which this person participates.,"RD3"
Individuals,,pedigree,ref,,,,Pedigree,,,,http://purl.obolibrary.org/obo/NCIT_C27957,Pedigree studies in which the individual is part of.,RD3
Individuals,,files,refback,,,,Files,,individuals,,http://purl.obolibrary.org/obo/RO_0000056,Reference to the dataset or datasets in which this person was assigned to.,RD3
Individuals,,included in datasets,refback,,,,Datasets,,,,http://purl.obolibrary.org/obo/RO_0000056,Reference to the dataset or datasets in which this person was assigned to.,RD3
Individuals,,comments,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25393,"A written explanation, observation or criticism added to textual material.",RD3
