tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Individual observations,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25398,Findings and circumstances relating to the examination and treatment of a patient.,"FAIR Genomes, JRC-CDE,RD3"
Individual observations,,identifier,auto_id,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C87853,A unique proper name or character sequence that identifies this particular clinical examination.,"FAIR Genomes, JRC-CDE, RD3"
Individual observations,,individual,ref,,,,Individuals,,,,http://purl.obolibrary.org/obo/IAO_0000136,Reference to the person whom this clinical information is about.,"FAIR Genomes, JRC-CDE, RD3"
Individual observations,,date of observation,date,,,,,,,,,The date on which the clinical assement was made,RD3
Individual observations,,age at observation,period,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C82517,E.g. P55Y8M12D,"Beacon v2,RD3"
Individual observations,,visit type,ontology,,,,Visit type,,,,http://purl.obolibrary.org/obo/NCIT_C87853,A unique proper name or character sequence that identifies this particular clinical examination.,"FAIR Genomes, JRC-CDE, RD3"
Clinical observations,Individual observations,,,,,,,,,,,This table extends observations with clinical details compatible with phenopacket,RD3
Clinical observations,,phenotypes,refback,,,,Phenotype observations,,part of clinical observation,,http://purl.obolibrary.org/obo/NCIT_C16977,"The outward appearance of the individual. In medical context, these are often the symptoms caused by a disease.","FAIR Genomes, RD3"
Clinical observations,,diseases,refback,,,,Disease history,,part of clinical observation,,http://purl.obolibrary.org/obo/NCIT_C16977,"The outward appearance of the individual. In medical context, these are often the symptoms caused by a disease.","FAIR Genomes, RD3"
Clinical observations,,measurements,refback,,,,Measurements,,part of clinical observation,,http://purl.obolibrary.org/obo/NCIT_C16977,"The outward appearance of the individual. In medical context, these are often the symptoms caused by a disease.","FAIR Genomes, RD3"
Clinical observations,,Molecular diagnosis gene,ontology_array,,,,Genes,,,,http://purl.obolibrary.org/obo/NCIT_C20826,Gene affected by pathogenic variation that is causal for disease of the patient.,FAIR Genomes
Clinical observations,,Molecular diagnosis other,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C20826,Causal variant in HGVS notation with optional classification or free text explaining any other molecular mechanisms involved.,FAIR Genomes
Clinical observations,,Is solved,bool,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25587,An indication that diagnosis is given and the case is no longer considered unsolved.,RD3
Clinical observations,,Medication,ontology_array,,,,Medication,,,,http://purl.obolibrary.org/obo/NCIT_C459,"A drug product that contains one or more active and/or inactive ingredients used by the patient intended to treat, prevent or alleviate the symptoms of disease. Any hormone therapies, gender-related or otherwise, should also be recorded here.",FAIR Genomes
Clinical observations,,Drug regimen,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C142516,"The specific way a therapeutic drug is to be taken, including formulation, route of administration, dose, dosing interval, and treatment duration.",FAIR Genomes
Clinical observations,,Medical history,ontology_array,,,,MedicalHistory,,,,http://purl.obolibrary.org/obo/NCIT_C18772,"A record of a person's background regarding health, occurrence of disease events and surgical procedures.",FAIR Genomes
Clinical observations,,Date of first contact,date,,,,,,,,http://purl.bioontology.org/ontology/LNC/MTHU048806,First contact of the patient with a specialised center in context of disease or study inclusion. In JRC-CDE: First contact with specialised centre,"FAIR Genomes, JRC-CDE"
