tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Biosamples,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C43376,"A natural substance derived from living organisms such as cells, tissues, proteins, and DNA","Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,id,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C93400,A unique proper name or character sequence that identifies this particular material,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,alternate ids,string_array,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C90353,A backup sequence of characters used to identify an entity,RD3
Biosamples,,material type,ontology,,,,BiospecimenType,,,,http://purl.obolibrary.org/obo/NCIT_C70713,"The type of material taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes","FAIR Genomes, RD3"
Biosamples,,pathological state,ontology,,TRUE,,PathologicalState,,,,http://purl.obolibrary.org/obo/NCIT_C28257,"An examination that is performed to determine the extent of the spread of cancer based on histopathologic examination of one or more pathology specimens. Pathologic staging uses evidence acquired during the process of clinical staging, supplemented by histopathologic examination of surgical specimens.","Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,anatomical location,ontology,,TRUE,,AnatomicalLocation,,,,http://purl.obolibrary.org/obo/NCIT_C170983,The specific anatomical or biological region associated with a tissue or organ specimen.,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,anatomical location other,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C170983,Additional description on the anatomical or biological region associated with a tissue or organ specimen,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,collected at organisation,ref,,,,Organisations,,,,http://purl.obolibrary.org/obo/OBIB_0000085,The geographic location where biosample collection took place,RD3
Biosamples,,collected by,ontology_array,,,,Contacts,,,,http://purl.obolibrary.org/obo/OBI_0001769,The person or persons responsible for biosample collection,RD3
Biosamples,,date of collection,date,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C82515,Date on which the material was collected,"Beacon v2, FAIR Genomes, DCAT examples"
Biosamples,,age group of individual at collection,ontology,,,,Age groups,,,,http://purl.obolibrary.org/obo/NCIT_C20587,"A categorical value that groups this individual by age at the time of sample collection (e.g., ""Adult"", ""18-24 years"", etc.)",
Biosamples,,age of individual at collection,period,,,,,,,,http://purl.obolibrary.org/obo/GENEPIO_0001775,The age of the individual at the time of sample collection,"Beacon v2, DCAT examples"
Biosamples,,affiliated organisations,ref_array,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,One or more associations between the record and an organisation or institution.,RD3
Biosamples,,collected from individual,ref,,,,Individuals,,,,http://semanticscience.org/resource/SIO_000244,Reference to the person from whom this material was collected.,"FAIR Genomes, RD3"
Biosamples,,protocol used,refback,,,,Protocol parameters,,identifier,,http://www.ebi.ac.uk/efo/EFO_0005518,A description of the procedures whereby biological samples for an experiment are sourced.,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,registration timestamp,datetime,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25646,"Date and time at which this material was listed or recorded officially, i.e. officially qualified or enrolled.",FAIR Genomes
Biosamples,,storage conditions,ontology,,,,Storage conditions,,,,http://purl.obolibrary.org/obo/NCIT_C96145,The conditions under which this biological material was stored.,FAIR Genomes
Biosamples,,storage location,ontology,,,,Storage locations,,,,http://purl.obolibrary.org/obo/GENEPIO_0100594,"A place on the Earth where this material is located, by its name or by its geographical location. This definition is intentionally vague to allow reuse locally (e.g. which freezer), for contacting (e.g. which institute), broadly for logistical or legal reasons (e.g. city, country or continent).",FAIR Genomes
Biosamples,,date of expiration,date,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C164516,The date on which this material is no longer regarded as fit for use.,FAIR Genomes
Biosamples,,percentage tumor cells,decimal,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C127771,The percentage of tumor cells compared to total cells present in this material.,"FAIR Genomes, RD3"
Biosamples,,derived from biosample,ref,,,,Biosamples,,,,http://purl.obolibrary.org/obo/OBI_0002077,"If applicable, a reference to a biosample that this material was derived from",FAIR Genomes
Biosamples,,failed quality control,bool,,,,,,,,http://purl.obolibrary.org/obo/GENEPIO_0100564,An indication confirming that quality control processes were carried out and that the sequence did not meet the assessment criteria.,RD3
Biosamples,,files,refback,,,,Files,,biosamples,,http://semanticscience.org/resource/SIO_000396,A reference to one or more files that contain information about this individual,RD3
Biosamples,,included in datasets,ref_array,,,,Datasets,,,,http://purl.obolibrary.org/obo/HSO_0000370,"A reference to one or more datasets that organises records for in a meaningful way (e.g., data releases, subpopulations, cohorts, etc.)",RD3
Biosamples,,comments,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25393,"A written explanation, observation or criticism added to textual material.",RD3
