tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Biosamples,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C43376,"A natural substance derived from living organisms such as cells, tissues, proteins, and DNA. In FAIR Genomes: Material.","Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,id,string,1,TRUE,,,,,,http://purl.obolibrary.org/obo/NCIT_C93400,A unique proper name or character sequence that identifies this particular material. In FAIR Genomes: MaterialIdentifier.,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,alternative identifiers,string_array,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C90353,A backup sequence of characters used to identify an entity.,RD3
Biosamples,,material type,ontology,,,,BiospecimenType,,,,http://purl.obolibrary.org/obo/NCIT_C70713,"The type of material taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes.","FAIR Genomes, RD3"
Biosamples,,pathological state,ontology,,TRUE,,PathologicalState,,,,http://purl.obolibrary.org/obo/NCIT_C28257,"An examination that is performed to determine the extent of the spread of cancer based on histopathologic examination of one or more pathology specimens. Pathologic staging uses evidence acquired during the process of clinical staging, supplemented by histopathologic examination of surgical specimens. In Beacon v2: biosampleStatus.","Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,anatomical location,ontology,,TRUE,,AnatomicalLocation,,,,"fg:anatomicalType,beacon:sampleOriginType,http://purl.obolibrary.org/obo/NCIT_C42703,http://purl.obolibrary.org/obo/NCIT_C103264",Biological entity that constitutes the structural organization of an individual member of a biological species from which this material was taken. In FAIR Genomes: AnatomicalSource.,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,anatomical location other,string,,,,,,,,"fg:anatomicalType,beacon:sampleOriginType,http://purl.obolibrary.org/obo/NCIT_C42703,http://purl.obolibrary.org/obo/NCIT_C103264",Biological entity that constitutes the structural organization of an individual member of a biological species from which this material was taken. In FAIR Genomes: AnatomicalSource.,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
Biosamples,,collection at organisation,ontology,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,One or more associations between the individual and a organisation or institution.,RD3
Biosamples,,collected by,ontology_array,,,,Contacts,,,,http://purl.obolibrary.org/obo/NCIT_C25412,One or more associations between the individual and a organisation or institution.,RD3
Biosamples,,age of individual at collection,period,,,,,,,,"beacon:collectionMoment,http://purl.obolibrary.org/obo/GSSO_011434",E.g.the age of the individual or cell culture age,"Beacon v2, DCAT examples"
Biosamples,,collection date,date,,,,,,,,http://www.ebi.ac.uk/efo/EFO_0000689,Date at which this material was collected. In FAIR Genomes: SamplingTimestamp.,"Beacon v2, FAIR Genomes, DCAT examples"
Biosamples,,affiliated organisations,ontology_array,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,One or more associations between the record and an organisation or institution.,RD3
Biosamples,,collected from individual,ref,,,,Individuals,,,,http://semanticscience.org/resource/SIO_000244,Reference to the person from whom this material was collected.,"FAIR Genomes, RD3"
Biosamples,,generated by protocol,refback,,,,Protocol parameters,,,,"http://purl.obolibrary.org/obo/OBI_0000659,http://www.ebi.ac.uk/efo/EFO_0005518",The procedure whereby this material was sampled for an analysis. In FAIR Genomes: SamplingProtocol.,"Beacon v2, FAIR Genomes, DCAT examples, RD3"
iosamples,,registration timestamp,datetime,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25646,"Date and time at which this material was listed or recorded officially, i.e. officially qualified or enrolled.",FAIR Genomes
Biosamples,,storage conditions,ontology,,,,Storage conditions,,,,http://purl.obolibrary.org/obo/NCIT_C96145,The conditions under which this biological material was stored.,FAIR Genomes
Biosamples,,expiration date,date,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C164516,The date beyond which this material is no longer regarded as fit for use.,FAIR Genomes
Biosamples,,location,ontology,,,,Storage locations,,,,http://purl.obolibrary.org/obo/GAZ_00000448,"A place on the Earth where this material is located, by its name or by its geographical location. This definition is intentionally vague to allow reuse locally (e.g. which freezer), for contacting (e.g. which institute), broadly for logistical or legal reasons (e.g. city, country or continent).",FAIR Genomes
Biosamples,,percentage tumor cells,decimal,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C127771,The percentage of tumor cells compared to total cells present in this material.,"FAIR Genomes, RD3"
Biosamples,,derived from,ref,,,,Biosamples,,,,http://purl.obolibrary.org/obo/NCIT_C28355,Indicate if this material was produced from or related to another.,FAIR Genomes
Biosamples,,failed quality control,bool,,,,,,,,http://purl.obolibrary.org/obo/GENEPIO_0100564,A data item which is a statement confirming that quality control processes were carried out and that the sequence did not meet the assessment criteria.,RD3
Biosamples,,is off study,bool,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C29851,No longer participating in a study; not being followed and will not be retreated.,RD3
Biosamples,,off study reason,ontology,,,,Off study reasons,,,,http://purl.obolibrary.org/obo/NCIT_C93611,A coded value specifying why the subject is removed from a study.A coded value specifying why the subject is removed from a study.,RD3
Biosamples,,files,refback,,,,Files,,biosamples,,http://purl.obolibrary.org/obo/RO_0000056,Reference to the dataset or datasets in which this person was assigned to.,RD3
Biosamples,,included in datasets,ref_array,,,,Datasets,,,,http://purl.obolibrary.org/obo/RO_0000056,Reference to the dataset or datasets in which this person was assigned to.,RD3
Biosamples,,comments,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25393,"A written explanation, observation or criticism added to textual material.",RD3
