tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Endpoint,,,,,,,,,,,http://schema.org/Service,General information describing an endpoint,"Beacon v2,FAIRDataPoint"
Endpoint,,id,string,1,TRUE,,,,,,"http://schema.org/identifier","A unique proper name or character sequence that identifies this particular person. In Beacon v2: id, in FAIR Genomes: PersonalIdentifier. In RD3: subjectID. In JRC-CDE: Pseudonym","Beacon v2,FAIRDataPoint"
Endpoint,,type,hyperlink_array,,,,,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,This row is an instance of one or more of these class(es) other than the Endpoint table.,FAIRDataPoint
Endpoint,,name,string_array,,,,,,,,http://purl.org/dc/terms/title,A name given to the resource.,"Beacon v2,FAIRDataPoint"
Endpoint,,description,text_array,,,,,,,,http://purl.org/dc/terms/description,An account of the resource.,"Beacon v2,FAIRDataPoint"
Endpoint,,publisher,ref_array,,,,Organisations,,,,http://purl.org/dc/terms/publisher,An entity responsible for making the resource available.,"Beacon v2,FAIRDataPoint"
Endpoint,,language,hyperlink_array,,,,,,,,http://purl.org/dc/terms/language,A language of the resource.,FAIRDataPoint
Endpoint,,license,hyperlink,,,,,,,,http://purl.org/dc/terms/license,A legal document giving official permission to do something with the resource.,FAIRDataPoint
Endpoint,,conformsTo,hyperlink,,,,,,,,http://purl.org/dc/terms/conformsTo,An established standard to which the described resource conforms.,FAIRDataPoint
Endpoint,,rights,hyperlink_array,,,,,,,,http://purl.org/dc/terms/rights,Information about rights held in and over the resource.,FAIRDataPoint
Endpoint,,accessRights,hyperlink_array,,,,,,,,http://purl.org/dc/terms/accessRights,Information about who access the resource or an indication of its security status.,FAIRDataPoint
Endpoint,,contact,string,,,,,,,,http://www.w3.org/ns/dcat#contactPoint,Relevant contact information for the catalogued resource. Use of vCard is recommended.,"Beacon v2,FAIRDataPoint"
Endpoint,,keyword,string_array,,,,,,,,http://www.w3.org/ns/dcat#keyword,A keyword or tag describing a resource.,FAIRDataPoint
Endpoint,,theme,string,,,,,,,,http://www.w3.org/ns/dcat#theme,A main category of the resource. A resource can have multiple themes.,FAIRDataPoint
Endpoint,,url,hyperlink,,,,,,,,http://www.w3.org/ns/dcat#endpointURL,The root location or primary endpoint of the service (a web-resolvable IRI).,"Beacon v2,FAIRDataPoint"
Endpoint,,endPointDescription,hyperlink_array,,,,,,,,http://www.w3.org/ns/dcat#endPointDescription,"A description of the service end-point, including its operations, parameters etc.",FAIRDataPoint
Endpoint,,metadataIdentifier,hyperlink,,,,,,,,https://w3id.org/fdp/fdp-o#metadataIdentifier,Identifier of the metadata entry.,FAIRDataPoint
Endpoint,,metadataCatalog,ref_array,,,,Catalogues,,,,https://w3id.org/fdp/fdp-o#metadataCatalog,"With the definition of the FDP as a type of metadata service that serves metadata catalogs, the relation between the Metadata Service and dcat:Catalog is represented by this predicate.",FAIRDataPoint
Endpoint,,organisation,ontology,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,Name of the organisation. E.g. University Medical Center Groningen,Beacon v2
Endpoint,,alternativeUrl,,,,,,,,,"http://purl.org/dc/terms/alternative, http://schema.org/url",Alternative endpoint URL.,Beacon v2
Endpoint,,EJP_RD_personalData,bool,,,,,,,,https://w3id.org/ejp-rd/vocabulary#personalData,"Set to true if the resource onboarded to the EJP-RD Virtual Platform contains personal data, personal data meaning data related to identified or identifiable persons (as per GDPR definition), otherwise false.",FAIRDataPoint
Endpoint,,EJP_RD_vpConnection,hyperlink,,,,,,,,https://w3id.org/ejp-rd/vocabulary#vpConnection,"This property must be attached to every entity that you wish the EJP-RD Virtual Platform to explore.",FAIRDataPoint
