tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
Version,,,,,,,,,,,,3.10,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Resources,,,,,,,,,,,,"Generic listing of all resources. Should not be used directly, instead use specific types such as Databanks and Studies","DataCatalogue,EMA,SharedStaging,CohortStaging,RWEStaging"
Resources,,overview,heading,,,,,,,,,General information,"DataCatalogue,CohortStaging,RWEStaging"
Networks,,overview,heading,,,,,,,,,General information,"DataCatalogue,CohortStaging"
Models,,overview,heading,,,,,,,,,General information,"DataCatalogue,CohortStaging"
Studies,,overview,heading,,,,,,,,,General information,"DataCatalogue,CohortStaging"
Organisations,,overview,heading,,,,,,,,,General information,"DataCatalogue,CohortStaging"
Resources,,id,,1,True,,,,,,,Internal identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging,RWEStaging"
Networks,,id,,1,True,,,,,,,Internal identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Models,,id,,1,True,,,,,,,Internal identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Studies,,id,,1,True,,,,,,,Internal identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Organisations,,id,,1,True,,,,,,,Internal identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Resources,,pid,,2,,,,,,,,Persistent identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging,RWEStaging"
Networks,,pid,,2,,,,,,,,Persistent identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Models,,pid,,2,,,,,,,,Persistent identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Studies,,pid,,2,,,,,,,,Persistent identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Organisations,,pid,,2,,,,,,,,Persistent identifier,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Resources,,acronym,,,,,,,,,,Acronym if applicable,"DataCatalogue,EMA,SharedStaging,CohortStaging,RWEStaging"
Networks,,acronym,,,,,,,,,,Acronym if applicable,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Models,,acronym,,,,,,,,,,Acronym if applicable,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Studies,,acronym,,,,,,,,,,Acronym if applicable,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Organisations,,acronym,,,,,,,,,,Acronym if applicable,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Resources,,name,text,3,True,,,,,,,Name used in European projects,"DataCatalogue,EMA,SharedStaging,CohortStaging,RWEStaging"
Networks,,name,text,3,True,,,,,,,Name used in European projects,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Models,,name,text,3,True,,,,,,,Name used in European projects,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Studies,,name,text,3,True,,,,,,,Name used in European projects,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Organisations,,name,text,3,True,,,,,,,Name used in European projects,"DataCatalogue,EMA,SharedStaging,CohortStaging"
Resources,,local name,,,,,,,,,,"If different from above, name in the national language","DataCatalogue,CohortStaging"
Resources,,keywords,text,,,,,,,,,Keywords to increase findability of this resource. Try to use words that are not used in the description,"DataCatalogue,CohortStaging"
Resources,,website,hyperlink,,,,,,,,,Link to the website or homepage,"DataCatalogue,EMA,CohortStaging,RWEStaging"
Networks,,website,hyperlink,,,,,,,,,Link to the website or homepage,"DataCatalogue,EMA,CohortStaging"
Models,,website,hyperlink,,,,,,,,,Link to the website or homepage,"DataCatalogue,EMA,CohortStaging"
Studies,,website,hyperlink,,,,,,,,,Link to the website or homepage,"DataCatalogue,EMA,CohortStaging"
Organisations,,website,hyperlink,,,,,,,,,Link to the website or homepage,"DataCatalogue,EMA,CohortStaging"
Resources,,lead organisation,ref_array,,,SharedStaging,Organisations,,,,,lead organisation (e.g. research department or group) for this resource,CohortStaging
Studies,,lead organisation,ref_array,,,SharedStaging,Organisations,,,,,lead organisation (e.g. research department or group) for this resource,CohortStaging
Networks,,lead organisation,ref_array,,,SharedStaging,Organisations,,,,,lead organisation (e.g. research department or group) for this resource,CohortStaging
Models,,lead organisation,ref_array,,,SharedStaging,Organisations,,,,,lead organisation (e.g. research department or group) for this resource,CohortStaging
Resources,,additional organisations,ref_array,,,SharedStaging,Organisations,,,,,List the names of any additional organisations that contributed to the resource,CohortStaging
Studies,,additional organisations,ref_array,,,SharedStaging,Organisations,,,,,List the names of any additional organisations that contributed to the resource,CohortStaging
Networks,,additional organisations,ref_array,,,SharedStaging,Organisations,,,,,List the names of any additional organisations that contributed to the resource,CohortStaging
Models,,additional organisations,ref_array,,,SharedStaging,Organisations,,,,,List the names of any additional organisations that contributed to the resource,CohortStaging
Resources,,description,text,,,,,,,,,Short description,"DataCatalogue,EMA,CohortStaging,RWEStaging"
Networks,,description,text,,,,,,,,,Short description,"DataCatalogue,EMA,CohortStaging"
Models,,description,text,,,,,,,,,Short description,"DataCatalogue,EMA,CohortStaging"
Studies,,description,text,,,,,,,,,Short description,"DataCatalogue,EMA,CohortStaging"
