name,definition,codesystem,code,ontologyTermURI
"Needle Free Injection Dosing Unit","Needle Free Injection Dosing Unit","NCIT","C100052","http://purl.obolibrary.org/obo/NCIT_C100052"
"Thousand Copies per Milliliter","Thousand Copies per Milliliter","NCIT","C100897","http://purl.obolibrary.org/obo/NCIT_C100897"
"Million Copies per Milliliter","Million Copies per Milliliter","NCIT","C100898","http://purl.obolibrary.org/obo/NCIT_C100898"
"Diopter","Diopter","NCIT","C100899","http://purl.obolibrary.org/obo/NCIT_C100899"
"Copies per Milliliter","Copies per Milliliter","NCIT","C100900","http://purl.obolibrary.org/obo/NCIT_C100900"
"Milliampere second","Milliampere second","NCIT","C101136","http://purl.obolibrary.org/obo/NCIT_C101136"
"Capful Dosing Unit","Capful Dosing Unit","NCIT","C102405","http://purl.obolibrary.org/obo/NCIT_C102405"
"Centimeter per Second","Centimeter per Second","NCIT","C102406","http://purl.obolibrary.org/obo/NCIT_C102406"
"Decibel","Decibel","NCIT","C102407","http://purl.obolibrary.org/obo/NCIT_C102407"
"Log10 Colony Forming Units per Gram","Log10 Colony Forming Units per Gram","NCIT","C102658","http://purl.obolibrary.org/obo/NCIT_C102658"
"Log10 Colony Forming Units per Milliliter","Log10 Colony Forming Units per Milliliter","NCIT","C102659","http://purl.obolibrary.org/obo/NCIT_C102659"
"Per 100 High Powered Fields","Per 100 High Powered Fields","NCIT","C102695","http://purl.obolibrary.org/obo/NCIT_C102695"
"Per Visual Field","Per Visual Field","NCIT","C105516","http://purl.obolibrary.org/obo/NCIT_C105516"
"Miscellaneous Concentration Unit","Miscellaneous Concentration Unit","NCIT","C67442","http://purl.obolibrary.org/obo/NCIT_C67442"
"Biological Allergy Unit per Milliliter","Biological Allergy Unit per Milliliter","NCIT","C116231","http://purl.obolibrary.org/obo/NCIT_C116231"
"Histamine Equivalent Prick Unit","Histamine Equivalent Prick Unit","NCIT","C116232","http://purl.obolibrary.org/obo/NCIT_C116232"
"Standardized Allergy Biological Unit per Milliliter","Standardized Allergy Biological Unit per Milliliter","NCIT","C116233","http://purl.obolibrary.org/obo/NCIT_C116233"
"Standardized Allergy Quality Unit per Milliliter","Standardized Allergy Quality Unit per Milliliter","NCIT","C116234","http://purl.obolibrary.org/obo/NCIT_C116234"
"Bioequivalent Allergy Unit per Milliliter","Bioequivalent Allergy Unit per Milliliter","NCIT","C116235","http://purl.obolibrary.org/obo/NCIT_C116235"
"Allergenic Protein Nitrogen Unit per Milliliter","Allergenic Protein Nitrogen Unit per Milliliter","NCIT","C116236","http://purl.obolibrary.org/obo/NCIT_C116236"
