tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles
samples,,,,,,,,,,,http://purl.obolibrary.org/obo/SCDO_0002829,"Samples used as input for analyses in RD3",RD3
samples,,sampleID,string,1,TRUE,,,,,,http://edamontology.org/data_3273,"Name or other identifier of an entry from a biosample database.",RD3
samples,,alternativeIdentifier,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C90353,"A backup sequence of characters used to identify an entity.",RD3
samples,,belongsToSubject,ref,,,,Individuals,,,,http://purl.obolibrary.org/obo/NCIT_C142495,"An individual who is the subject of personal data, persons to whom data refers, and from whom data are collected, processed, and stored.",RD3
samples,,ageAtSampling,int,,,,,,,,http://purl.obolibrary.org/obo/GENEPIO_0001775,"age at sampling/ First contact with specialised centre (COMMON DATA ELEMENTS 4.1)",RD3
samples,,sex1,ontology,,,,GenderAtBirth,,,,,"Claimed Sex / Sex at birth (can be different from observed sex, see sample)",RD3
samples,,sex2,ontology,,,,GenotypicSex,,,,,"Computed sex (based on Y- chromosome)",RD3
samples,,pathologicalState,ontology,,,,PathologicalState,,,,http://purl.obolibrary.org/obo/GO_0001894,"The pathological state of the tissue from which this material was derived. (GO:0001894)",RD3
samples,,percentageTumorCells,decimal,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C127771,"The percentage of tumor cells compared to total cells present in this material. (NCIT:C127771)",RD3
samples,,tissueType,ontology,,,,TissueType,,,,http://purl.obolibrary.org/obo/NCIT_C70713,,RD3
samples,,extractedProtocol,string,,,,,,,,http://www.ebi.ac.uk/efo/EFO_0005518,,RD3
samples,,materialType,ontology_array,,,,BiospecimenType,,,,,"material type. E.g. DNA",RD3
samples,,flag,bool,,,,,,,,,"QC failed (True /False)",RD3
samples,,organisation,ontology,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,"Name of the organisation. E.g. University Medical Center Groningen",RD3
samples,,ERN,ontology,,,,Organisations,,,,http://purl.obolibrary.org/obo/NCIT_C25412,"ERN",RD3
samples,,retracted,ontology,,,,NoYesUnknown,,,,,,RD3
samples,,dateAvailable,date,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25164,"Date that a file became visible to sandbox/RD3",RD3
samples,,anatomicalLocation,ontology,,,,AnatomicalLocation,,,,http://purl.obolibrary.org/obo/NCIT_C103264,"Biological entity that constitutes the structural organization of an individual member of a biological species from which this material was taken.",RD3
samples,,batch,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C67073,"Sample batch number",RD3
samples,,partOfRelease,ref_array,,,,datareleases,,,,http://purl.obolibrary.org/obo/NCIT_C172217,"One or more Solve-RD releases that indicate when the record was first introduced into RD3 or when it was updated.",RD3
samples,,includedInStudies,ref_array,,,,studies,,,,http://purl.obolibrary.org/obo/RO_0000056,"Reference to the study or studies in which this person participates.",RD3
samples,,includedInCohorts,ref_array,,,,Cohorts,,,,http://purl.obolibrary.org/obo/NCIT_C61512,"A group of individuals, identified by a common characteristic.",RD3
samples,,includedInDatasets,ref_array,,,,datasets,,,,http://purl.obolibrary.org/obo/RO_0000056,"Reference to the dataset or datasets in which this person was assigned to.",RD3
samples,,comments,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25393,"A written explanation, observation or criticism added to textual material.",RD3
labinfo,,,,,,,,,,,,"Information or processes in the lab that are linked to samples",RD3
labinfo,,experimentID,string,1,TRUE,,,,,,,,RD3
labinfo,,sampleID,ref,,,,samples,,,,http://purl.obolibrary.org/obo/NCIT_C93400,"Name or other identifier of an entry from a biosample database.",RD3
labinfo,,capture,string,,,,,,,,,"Enrichment kit",RD3
labinfo,,libraryType,ontology,,,,SequencingMethods,,,,,"Library Source, e.g Genomic/Transcriptomic",RD3
labinfo,,flowcell,string,,,,,,,,,"flowcell information",RD3
labinfo,,barcode,string,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C43361,"A machine-readable representation of information in a visual format on a surface.",RD3
labinfo,,samplePosition,string,,,,,,,,,"lane, or possition in well (A1 t/mH12)",RD3
labinfo,,library,ref,,,,library,,,,,"link to more information about the library used in experiment",RD3
labinfo,,sequencingCentre,ontology,,,,Organisations,,,,http://purl.obolibrary.org/obo/OBI_0001891,"An organization that provides sequence determination service",RD3
labinfo,,sequencer,string,,,,,,,,http://purl.obolibrary.org/obo/GENEPIO_0001921,"The used product name and model number of a manufacturer's genomic (dna) sequencer.",RD3
labinfo,,seqtype,ontology_array,,,,seqtype,,,,http://purl.obolibrary.org/obo/FIX_0000704,"Method used to determine the order of bases in a nucleic acid sequence.",RD3
labinfo,,arrayID,string,,,,,,,,,"arrayID",RD3
labinfo,,mean_cov,decimal,,,,,,,,,"Mean read depth",RD3
labinfo,,c20,decimal,,,,,,,,,"Percentage of nucleotides within the Region of interest that is covered by at least 20 reads",RD3
labinfo,,retracted,ontology,,,,NoYesUnknown,,,,,"Is the experiment retracted or not",RD3
labinfo,,partOfRelease,ref_array,,,,datareleases,,,,http://purl.obolibrary.org/obo/NCIT_C172217,"One or more Solve-RD releases that indicate when the record was first introduced into RD3 or when it was updated.",RD3
labinfo,,includedInStudies,ref_array,,,,studies,,,,http://purl.obolibrary.org/obo/RO_0000056,"Reference to the study or studies in which this person participates.",RD3
labinfo,,includedInCohorts,ref_array,,,,Cohorts,,,,http://purl.obolibrary.org/obo/NCIT_C61512,"A group of individuals, identified by a common characteristic.",RD3
labinfo,,includedInDatasets,ref_array,,,,datasets,,,,http://purl.obolibrary.org/obo/RO_0000056,"Reference to the dataset or datasets in which this person was assigned to.",RD3
labinfo,,comments,text,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C25393,"A written explanation, observation or criticism added to textual material.",RD3
overview,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C80271,"Overview on RD3 Subjects, samples, and experiments",RD3
